run_id,stage,problem,representation,local_search,surrogate,control_mode,rng_seed,budget_seconds,iterations,completed_iterations,stop_reason,best_exact_score,time_to_best,best_certificate_path,best_rendering_path,best_certificate_hash,num_exact_calls,num_exact_timeouts,num_invalid_samples,num_repaired_samples,num_duplicates,num_model_train_calls,num_model_samples,num_model_samples_valid,fallback_floor_attempts,fallback_floor_used,effective_train_every,effective_model_samples,effective_local_search,num_exports,event_stream,checkpoint_path,checkpoint_every,resumed_from_checkpoint,elapsed_seconds,return_code,summary_path
guillotine/recursive_obstruction_grammar/packing_resize/first_cut_obstruction/budget86400/git20750a588a5b,main,guillotine,recursive_obstruction_grammar,packing_resize,first_cut_obstruction,patternboost,6090439744511073290,86400,1000000,7326,budget_exhausted,0.25,8.259122431278229,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/first_cut_obstruction/certificates/best_iter000000_5868ee92d1ac.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/first_cut_obstruction/renderings/best_iter000000_5868ee92d1ac.svg,5868ee92d1ac2a86ca089e4d4c3e30dd0e89069dd9dfde64e9e1fd6a09dcbe77,8796,0,0,15912,45823,1010,16160,15913,0,False,7,16,packing_resize,1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/first_cut_obstruction/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/first_cut_obstruction/checkpoint.json,1,False,86411.97160571814,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/first_cut_obstruction/summary.json
guillotine/recursive_obstruction_grammar/packing_resize/k_subset_nonseparability/budget86400/git20750a588a5b,main,guillotine,recursive_obstruction_grammar,packing_resize,k_subset_nonseparability,patternboost,2716638174516485344,86400,1000000,1022,budget_exhausted,0.25,9.55227230489254,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/k_subset_nonseparability/certificates/best_iter000000_852c555d4128.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/k_subset_nonseparability/renderings/best_iter000000_852c555d4128.svg,852c555d41280cd5edc149172aad6c51cbe23a07fa4cbd8d02d53fcf13cf2f09,1230,0,0,1907,6614,145,2320,1907,0,False,7,16,packing_resize,1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/k_subset_nonseparability/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/k_subset_nonseparability/checkpoint.json,1,False,86412.87369614281,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/k_subset_nonseparability/summary.json
guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/depth_limited_dp/budget86400/git20750a588a5b,main,guillotine,recursive_obstruction_grammar,recursive_gadget_assembly,depth_limited_dp,patternboost,2018125976536678111,86400,1000000,2310,budget_exhausted,0.25,9.248199094086885,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/depth_limited_dp/certificates/best_iter000000_ac5a91744f44.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/depth_limited_dp/renderings/best_iter000000_ac5a91744f44.svg,ac5a91744f446bc5a51f88c42510914fcbca153120c1a8a010983f0c883962de,2772,0,0,5069,14157,321,5136,5069,0,False,7,16,recursive_gadget_assembly,1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/depth_limited_dp/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/depth_limited_dp/checkpoint.json,1,False,86425.20954853669,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/depth_limited_dp/summary.json
guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/first_cut_obstruction/budget86400/git20750a588a5b,main,guillotine,recursive_obstruction_grammar,recursive_gadget_assembly,first_cut_obstruction,patternboost,6527246250425000602,86400,1000000,6289,budget_exhausted,0.25,9.220929965376854,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/first_cut_obstruction/certificates/best_iter000000_478d3850c010.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/first_cut_obstruction/renderings/best_iter000000_478d3850c010.svg,478d3850c0100f18a0403fd0a0f96010b6a90030067031624d6be00313f3b551,7548,0,0,13921,38261,875,14000,13922,0,False,7,16,recursive_gadget_assembly,1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/first_cut_obstruction/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/first_cut_obstruction/checkpoint.json,1,False,86412.28100451268,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/first_cut_obstruction/summary.json
guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/k_subset_nonseparability/budget86400/git20750a588a5b,main,guillotine,recursive_obstruction_grammar,recursive_gadget_assembly,k_subset_nonseparability,patternboost,7551880917754149257,86400,1000000,1072,budget_exhausted,0.25,9.322428714483976,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/k_subset_nonseparability/certificates/best_iter000000_c4f8c3934381.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/k_subset_nonseparability/renderings/best_iter000000_c4f8c3934381.svg,c4f8c3934381b9a0177459952608c696a91b3de7ae221d632e334a76fe41e58e,1290,0,0,2116,6710,153,2448,2116,0,False,7,16,recursive_gadget_assembly,1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/k_subset_nonseparability/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/k_subset_nonseparability/checkpoint.json,1,False,86447.78541223705,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/k_subset_nonseparability/summary.json
guillotine/recursive_obstruction_grammar/witness_breaking/depth_limited_dp/budget86400/git20750a588a5b,main,guillotine,recursive_obstruction_grammar,witness_breaking,depth_limited_dp,patternboost,6057697296749062120,86400,1000000,4672,budget_exhausted,0.26666666666666666,29161.818860067055,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/depth_limited_dp/certificates/best_iter001580_4e6051777469.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/depth_limited_dp/renderings/best_iter001580_4e6051777469.svg,4e60517774699e7bd6b7969b531c8f54c087da30d3372f273a0a7036f47d4e99,5610,0,0,10409,34955,661,10576,10410,0,False,7,16,witness_breaking,2,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/depth_limited_dp/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/depth_limited_dp/checkpoint.json,1,False,86414.25966321677,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/depth_limited_dp/summary.json
guillotine/recursive_obstruction_grammar/witness_breaking/first_cut_obstruction/budget86400/git20750a588a5b,main,guillotine,recursive_obstruction_grammar,witness_breaking,first_cut_obstruction,patternboost,4178832075344789915,86400,1000000,7765,budget_exhausted,0.2727272727272727,9136.137693269178,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/first_cut_obstruction/certificates/best_iter001105_53f6d314a262.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/first_cut_obstruction/renderings/best_iter001105_53f6d314a262.svg,53f6d314a2624cdd3647cfaacec76ac9e015983f2f3103550d607f219ce18808,9318,0,0,16971,55433,1085,17360,17056,0,False,7,16,witness_breaking,2,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/first_cut_obstruction/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/first_cut_obstruction/checkpoint.json,1,False,86406.55425196886,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/first_cut_obstruction/summary.json
guillotine/recursive_obstruction_grammar/witness_breaking/k_subset_nonseparability/budget86400/git20750a588a5b,main,guillotine,recursive_obstruction_grammar,witness_breaking,k_subset_nonseparability,patternboost,205381848514174978,86400,1000000,1253,budget_exhausted,0.2608695652173913,82315.02772661299,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/k_subset_nonseparability/certificates/best_iter001195_1c061f6596c3.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/k_subset_nonseparability/renderings/best_iter001195_1c061f6596c3.svg,1c061f6596c3520a669c4fd699511e9ca8bd1b27f2f42afd365a548c4a674a65,1506,0,0,2384,9073,178,2848,2384,0,False,7,16,witness_breaking,2,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/k_subset_nonseparability/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/k_subset_nonseparability/checkpoint.json,1,False,86434.855474554,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/k_subset_nonseparability/summary.json
guillotine/sequence_pair_packing/packing_resize/depth_limited_dp/budget86400/git20750a588a5b,main,guillotine,sequence_pair_packing,packing_resize,depth_limited_dp,patternboost,4146180267186859062,86400,1000000,6809,budget_exhausted,0.2727272727272727,63216.825805954635,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/depth_limited_dp/certificates/best_iter005215_257e8c909d28.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/depth_limited_dp/renderings/best_iter005215_257e8c909d28.svg,257e8c909d28868a75c70fe99b9a0fd185ab22f20ac49ac7f5f4c2a62c3509c3,8172,0,0,14214,44452,899,14384,13657,0,False,7,16,packing_resize,5,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/depth_limited_dp/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/depth_limited_dp/checkpoint.json,1,False,86414.47982625663,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/depth_limited_dp/summary.json
guillotine/sequence_pair_packing/packing_resize/first_cut_obstruction/budget86400/git20750a588a5b,main,guillotine,sequence_pair_packing,packing_resize,first_cut_obstruction,patternboost,5224243324000605036,86400,1000000,7757,budget_exhausted,0.25,6349.565498590469,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/first_cut_obstruction/certificates/best_iter000775_fdceb76da717.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/first_cut_obstruction/renderings/best_iter000775_fdceb76da717.svg,fdceb76da717d2929ab1f6a5d8cf803175c8fa0059ebeb29c54c869a8cc9bff1,9312,0,0,12746,48196,1015,16240,11921,0,False,7,16,packing_resize,7,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/first_cut_obstruction/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/first_cut_obstruction/checkpoint.json,1,False,86405.92244417965,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/first_cut_obstruction/summary.json
guillotine/sequence_pair_packing/packing_resize/k_subset_nonseparability/budget86400/git20750a588a5b,main,guillotine,sequence_pair_packing,packing_resize,k_subset_nonseparability,patternboost,8095004536603305606,86400,1000000,916,budget_exhausted,0.25,18809.125586487353,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/k_subset_nonseparability/certificates/best_iter000190_e1030ac25ccd.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/k_subset_nonseparability/renderings/best_iter000190_e1030ac25ccd.svg,e1030ac25ccd4af731390b7db81727eedd2cbca7a4eb23e83c94630859c433ef,1104,0,0,193,6917,130,2080,160,0,False,7,16,packing_resize,4,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/k_subset_nonseparability/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/k_subset_nonseparability/checkpoint.json,1,False,86420.94059251994,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/k_subset_nonseparability/summary.json
guillotine/sequence_pair_packing/recursive_gadget_assembly/depth_limited_dp/budget86400/git20750a588a5b,main,guillotine,sequence_pair_packing,recursive_gadget_assembly,depth_limited_dp,patternboost,1113883288621595938,86400,1000000,4463,budget_exhausted,0.17647058823529413,55883.863247811794,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/depth_limited_dp/certificates/best_iter002565_955605c64ead.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/depth_limited_dp/renderings/best_iter002565_955605c64ead.svg,955605c64ead2d03f8c10b516536f77007150021b9606c8509ad54b007b6f637,5358,0,0,5611,44589,560,8960,5049,0,False,7,16,recursive_gadget_assembly,5,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/depth_limited_dp/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/depth_limited_dp/checkpoint.json,1,False,86429.5786569789,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/depth_limited_dp/summary.json
guillotine/sequence_pair_packing/recursive_gadget_assembly/first_cut_obstruction/budget86400/git20750a588a5b,main,guillotine,sequence_pair_packing,recursive_gadget_assembly,first_cut_obstruction,patternboost,5925343435257384427,86400,1000000,11724,budget_exhausted,0.15384615384615385,19054.79669432342,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/first_cut_obstruction/certificates/best_iter004715_436481c71788.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/first_cut_obstruction/renderings/best_iter004715_436481c71788.svg,436481c71788d8c23ca51dbf10c26c07cedd1c281c823ccc46ecf474595253e0,14070,0,0,18611,115904,1350,21600,16396,0,False,7,16,recursive_gadget_assembly,4,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/first_cut_obstruction/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/first_cut_obstruction/checkpoint.json,1,False,86407.88181407005,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/first_cut_obstruction/summary.json
guillotine/sequence_pair_packing/recursive_gadget_assembly/k_subset_nonseparability/budget86400/git20750a588a5b,main,guillotine,sequence_pair_packing,recursive_gadget_assembly,k_subset_nonseparability,patternboost,8313147859668494612,86400,1000000,1425,budget_exhausted,0.17391304347826086,32290.189418509603,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/k_subset_nonseparability/certificates/best_iter000470_2d2db18a5cb6.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/k_subset_nonseparability/renderings/best_iter000470_2d2db18a5cb6.svg,2d2db18a5cb6cbb18f5183c0a35f96130ae3f73ed898028d3198218d428e680d,1710,0,0,225,15113,199,3184,167,0,False,7,16,recursive_gadget_assembly,4,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/k_subset_nonseparability/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/k_subset_nonseparability/checkpoint.json,1,False,86412.91540406644,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/k_subset_nonseparability/summary.json
guillotine/sequence_pair_packing/witness_breaking/depth_limited_dp/budget86400/git20750a588a5b,main,guillotine,sequence_pair_packing,witness_breaking,depth_limited_dp,patternboost,4240557551839035471,86400,1000000,9535,budget_exhausted,0.3,170.44214921444654,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/depth_limited_dp/certificates/best_iter000015_21108b093f3b.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/depth_limited_dp/renderings/best_iter000015_21108b093f3b.svg,21108b093f3bf35756b2aa648bded53b1fea9b0adc2dea57786dd306f1f121e9,11442,0,0,20304,91883,1357,21712,20720,0,False,7,16,witness_breaking,3,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/depth_limited_dp/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/depth_limited_dp/checkpoint.json,1,False,86411.04255500436,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/depth_limited_dp/summary.json
guillotine/sequence_pair_packing/witness_breaking/first_cut_obstruction/budget86400/git20750a588a5b,main,guillotine,sequence_pair_packing,witness_breaking,first_cut_obstruction,patternboost,720856490079480101,86400,1000000,8591,budget_exhausted,0.3,12639.531780257821,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/first_cut_obstruction/certificates/best_iter001675_cbefb8d268a0.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/first_cut_obstruction/renderings/best_iter001675_cbefb8d268a0.svg,cbefb8d268a086e1256f4fa8ccbb20acc8eec9c1d756262bd2e079322c3bd89a,10314,0,0,14211,67482,1148,18368,13635,0,False,7,16,witness_breaking,7,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/first_cut_obstruction/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/first_cut_obstruction/checkpoint.json,1,False,86415.03122869879,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/first_cut_obstruction/summary.json
guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability/budget86400/git20750a588a5b,main,guillotine,sequence_pair_packing,witness_breaking,k_subset_nonseparability,patternboost,8938593617664034557,86400,1000000,1091,budget_exhausted,0.2727272727272727,7636.469270929694,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability/certificates/best_iter000110_e65a2eb2059c.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability/renderings/best_iter000110_e65a2eb2059c.svg,e65a2eb2059cc14951e43f35e0ac6b0b38cd91a8b7f6d2ce4282651f165a5eb6,1314,0,0,168,8980,155,2480,134,0,False,7,16,witness_breaking,6,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability/checkpoint.json,1,False,86428.23457140476,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability/summary.json
misr/endpoint_sequence_pair/lp_dual_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,main,misr,endpoint_sequence_pair,lp_dual_pivot,exact_lp_gap_pressure,patternboost,1190346660167867911,86400,1000000,26517,budget_exhausted,1.25,1137.389152645017,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/exact_lp_gap_pressure/certificates/best_iter000700_591dd3ccd5ff.json,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/exact_lp_gap_pressure/renderings/best_iter000700_591dd3ccd5ff.svg,591dd3ccd5ffd9927840155c1e1175ddb89d0750a82d84c233e1c83215241b60,20997,0,0,14511,693504,2999,47984,14511,0,False,7,16,lp_dual_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/exact_lp_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/exact_lp_gap_pressure/checkpoint.json,1,False,86405.37018161593,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/exact_lp_gap_pressure/summary.json
misr/endpoint_sequence_pair/lp_dual_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,main,misr,endpoint_sequence_pair,lp_dual_pivot,graph_conflict_proxy,patternboost,247903356614820840,86400,1000000,14833,budget_exhausted,1.2500000000000002,43888.75244518393,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/graph_conflict_proxy/certificates/best_iter009505_4ad6928cc821.json,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/graph_conflict_proxy/renderings/best_iter009505_4ad6928cc821.svg,4ad6928cc8214272cc7ae3f66dd586121762e368127b27bf964bfe4d284b3034,17141,0,0,18056,264207,2085,33360,18056,0,False,7,16,lp_dual_pivot,5,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/graph_conflict_proxy/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/graph_conflict_proxy/checkpoint.json,1,False,86409.04700496304,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/graph_conflict_proxy/summary.json
misr/endpoint_sequence_pair/lp_dual_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,main,misr,endpoint_sequence_pair,lp_dual_pivot,triangle_free_exact_gap_pressure,patternboost,4282484773179673162,86400,1000000,26643,budget_exhausted,1.25,453.250548278098,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000290_94235bd84fda.json,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/triangle_free_exact_gap_pressure/renderings/best_iter000290_94235bd84fda.svg,94235bd84fda6b706d37c727627c467e7f50efcf6df21bf5361bb24285644459,20343,0,0,19322,703534,3077,49232,19322,0,False,7,16,lp_dual_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/triangle_free_exact_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/triangle_free_exact_gap_pressure/checkpoint.json,1,False,86406.194877201,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/triangle_free_exact_gap_pressure/summary.json
misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,main,misr,endpoint_sequence_pair,program_coeff_pivot,exact_lp_gap_pressure,patternboost,7738789056355310906,86400,1000000,14446,budget_exhausted,1.3333333333333333,25397.017995286034,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure/certificates/best_iter007335_e9efa2d5d0c3.json,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure/renderings/best_iter007335_e9efa2d5d0c3.svg,e9efa2d5d0c3bec1dfa269118626ddcd6191ed9ec04d516ca1540a5209ed3511,17340,0,0,12596,147060,2063,33008,12596,0,False,7,16,program_coeff_pivot,4,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure/checkpoint.json,1,False,86406.35866339807,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure/summary.json
misr/endpoint_sequence_pair/program_coeff_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,main,misr,endpoint_sequence_pair,program_coeff_pivot,graph_conflict_proxy,patternboost,4277911338504056863,86400,1000000,9598,budget_exhausted,1.25,69.87532060605008,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/graph_conflict_proxy/certificates/best_iter000035_ac5e4e3dec17.json,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/graph_conflict_proxy/renderings/best_iter000035_ac5e4e3dec17.svg,ac5e4e3dec179a1a3f4b7cd624e7380bf8448079379311d39ca4aa737aa26c3d,11520,0,0,6396,87674,1371,21936,6396,0,False,7,16,program_coeff_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/graph_conflict_proxy/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/graph_conflict_proxy/checkpoint.json,1,False,88007.27822028706,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/graph_conflict_proxy/summary.json
