config_id,problem,representation,local_search,surrogate,improvement_index,point_kind,generation,generation_fraction,elapsed_seconds,elapsed_fraction,model_train_calls,cumulative_model_epochs,model_epoch_fraction,best_score,exact_score,source_type,candidate_id
guillotine/sequence_pair_packing/witness_breaking/first_cut_obstruction,guillotine,sequence_pair_packing,witness_breaking,first_cut_obstruction,4,improvement,55,0.006402048655569782,453.990534,0.005253606086173905,7,21,0.006097560975609756,0.21428571428571427,0.21428571428571427,local_mutation,def6600b444891f01e211c966bd296e155b8fef526f556df53ecb4e52975ec99
guillotine/sequence_pair_packing/witness_breaking/first_cut_obstruction,guillotine,sequence_pair_packing,witness_breaking,first_cut_obstruction,5,improvement,475,0.055290420207193575,3097.37844,0.035843051792722694,64,192,0.05574912891986063,0.2222222222222222,0.2222222222222222,local_mutation,c6974e2f5fcf43b90589442f588518854cc829e419901b950142cd011058f5e7
guillotine/sequence_pair_packing/witness_breaking/first_cut_obstruction,guillotine,sequence_pair_packing,witness_breaking,first_cut_obstruction,6,improvement,505,0.058782446746595274,3327.689288,0.038508222940904994,69,207,0.06010452961672474,0.25,0.25,local_mutation,d8c61b9a0fba7875c649708d3d37b2e3beb3bcc065554a8018e28a35b8b1a100
guillotine/sequence_pair_packing/witness_breaking/first_cut_obstruction,guillotine,sequence_pair_packing,witness_breaking,first_cut_obstruction,7,improvement,1675,0.19497148178326154,12639.531814,0.1462654313061494,223,669,0.19425087108013936,0.3,0.3,local_mutation,2fc0dc80f2742e962898add075e89680e2aac4109b061f47e02be8f7306f7b78
guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability,guillotine,sequence_pair_packing,witness_breaking,k_subset_nonseparability,1,improvement,10,0.00916590284142988,411.003793,0.004755434321181689,1,3,0.0064516129032258064,0.125,0.125,local_mutation,901859044dc49f3faef3ee131e5115aa6ebac83dd6f9ed9a4740861520410e50
guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability,guillotine,sequence_pair_packing,witness_breaking,k_subset_nonseparability,2,improvement,15,0.013748854262144821,640.172937,0.0074069884705455355,2,6,0.012903225806451613,0.1875,0.1875,local_mutation,5c520e3a3c458c9399d7ce74667dae8f807e08e1fd96c4a44eeb5b80444f5661
guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability,guillotine,sequence_pair_packing,witness_breaking,k_subset_nonseparability,3,improvement,25,0.022914757103574702,1182.997033,0.01368762232465409,3,9,0.01935483870967742,0.2222222222222222,0.2222222222222222,local_mutation,c5b718b199bd35937117bb7b04808bd7d006f433fedf91651d67ecb6ecfc7be1
guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability,guillotine,sequence_pair_packing,witness_breaking,k_subset_nonseparability,4,improvement,40,0.03666361136571952,1948.280524,0.022542176566043143,5,15,0.03225806451612903,0.22727272727272727,0.22727272727272727,local_mutation,fb544de8ed69798314c478649b44160a7db231f0b77051af1732fa5c73c81a3f
guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability,guillotine,sequence_pair_packing,witness_breaking,k_subset_nonseparability,5,improvement,100,0.09165902841429881,6757.957057,0.07819154342921064,14,42,0.09032258064516129,0.25,0.25,local_mutation,9595bd5ace909a45946e2d89421b8ba51d3e28dfe3f20bcf4ab12ef2b1614245
guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability,guillotine,sequence_pair_packing,witness_breaking,k_subset_nonseparability,6,improvement,110,0.1008249312557287,7636.469321,0.08835618775356273,15,45,0.0967741935483871,0.2727272727272727,0.2727272727272727,local_mutation,7351c2baa9c82854a7e5ec69780e61cd4d2a01a85ab340f6528465cbb529ed6e
misr/endpoint_sequence_pair/lp_dual_pivot/exact_lp_gap_pressure,misr,endpoint_sequence_pair,lp_dual_pivot,exact_lp_gap_pressure,1,improvement,0,0.0,8.450984,9.780623567999107e-05,0,0,0.0,1.0,1.0,initial_or_local,bbcea5f5148d34bddb16819c5944d32e86c3a7d1875b8622cea38771e81b0b09
misr/endpoint_sequence_pair/lp_dual_pivot/exact_lp_gap_pressure,misr,endpoint_sequence_pair,lp_dual_pivot,exact_lp_gap_pressure,2,improvement,40,0.001508466266923106,64.700041,0.0007487965257715651,4,12,0.001333777925975325,1.1666666666666667,1.1666666666666667,local_mutation,53b06c5d8c8a1eda1929f1e9cfed42602ca1e5bd65f73dc1283452d16448c5f5
misr/endpoint_sequence_pair/lp_dual_pivot/exact_lp_gap_pressure,misr,endpoint_sequence_pair,lp_dual_pivot,exact_lp_gap_pressure,3,improvement,700,0.026398159671154355,1137.389209,0.013163408785927486,86,258,0.02867622540846949,1.25,1.25,local_mutation,fcaa798a943eb85942f47d7da53c92a340237142f16000e7ad73823d302f5984
misr/endpoint_sequence_pair/lp_dual_pivot/graph_conflict_proxy,misr,endpoint_sequence_pair,lp_dual_pivot,graph_conflict_proxy,1,improvement,0,0.0,8.431002,9.757082495674037e-05,0,0,0.0,1.0,1.0,initial_or_local,82062cc144a08deabe6eceec93aa1e7c717bf0c742e4e1810f66d59717bcce4d
misr/endpoint_sequence_pair/lp_dual_pivot/graph_conflict_proxy,misr,endpoint_sequence_pair,lp_dual_pivot,graph_conflict_proxy,2,improvement,10,0.0006741724533135576,23.401007,0.00027081663102540554,1,3,0.00047961630695443646,1.125,1.125,local_mutation,5b5be785af4c17f41a163f186f41c82c4ecff00d34b5da5710254939d6c17136
misr/endpoint_sequence_pair/lp_dual_pivot/graph_conflict_proxy,misr,endpoint_sequence_pair,lp_dual_pivot,graph_conflict_proxy,3,improvement,15,0.0010112586799703365,36.466151,0.0004220177430947192,2,6,0.0009592326139088729,1.2222222222222223,1.2222222222222223,local_mutation,f290f3058e710f94e209a148cc7a83d5a7bd49b8599a497b200f5f442832f4cc
misr/endpoint_sequence_pair/lp_dual_pivot/graph_conflict_proxy,misr,endpoint_sequence_pair,lp_dual_pivot,graph_conflict_proxy,4,improvement,310,0.020899346052720286,665.672098,0.007703731508134398,40,120,0.019184652278177457,1.25,1.25,local_mutation,5e8c7fb0f2c09868681405852b384ff71ba64436131dd5b6945f20819cf5f290
misr/endpoint_sequence_pair/lp_dual_pivot/triangle_free_exact_gap_pressure,misr,endpoint_sequence_pair,lp_dual_pivot,triangle_free_exact_gap_pressure,1,improvement,0,0.0,8.469488,9.801945348984169e-05,0,0,0.0,1.0,1.0,initial_or_local,691e971361e53b1235ad551f007477e51232746e02f28e3d224b53afc87faf5b
misr/endpoint_sequence_pair/lp_dual_pivot/triangle_free_exact_gap_pressure,misr,endpoint_sequence_pair,lp_dual_pivot,triangle_free_exact_gap_pressure,2,improvement,10,0.0003753331081334684,21.916529,0.00025364534372966424,1,3,0.00032499187520311994,1.1666666666666667,1.1666666666666667,local_mutation,ebea96488e68fede2fbf11d9a43610da1a30c66e8fda3ca2091b629309154fd2
misr/endpoint_sequence_pair/lp_dual_pivot/triangle_free_exact_gap_pressure,misr,endpoint_sequence_pair,lp_dual_pivot,triangle_free_exact_gap_pressure,3,improvement,290,0.010884660135870585,453.250577,0.005245579644424245,37,111,0.012024699382515438,1.25,1.25,local_mutation,54d15d825f62ce86ca58acf9384b5207a70fc40a9b9b2fea6dbb36b2a8a9271f
misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure,misr,endpoint_sequence_pair,program_coeff_pivot,exact_lp_gap_pressure,1,improvement,0,0.0,8.430685,9.757019194434886e-05,0,0,0.0,1.0,1.0,initial_or_local,ab673d22b293c141c0c099b7872754c6816c4c3187766642b8209c6089428557
misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure,misr,endpoint_sequence_pair,program_coeff_pivot,exact_lp_gap_pressure,2,improvement,5,0.0003461165720614703,9.213574,0.00010663074040525318,0,0,0.0,1.1666666666666667,1.1666666666666667,local_mutation,781d3e442b279601f6a547c70c35214521c1c945e1afc29d3aa33ec66be58eaf
misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure,misr,endpoint_sequence_pair,program_coeff_pivot,exact_lp_gap_pressure,3,improvement,670,0.04637962065623702,1145.199588,0.013253649450281823,95,285,0.046049442559379546,1.25,1.25,local_mutation,516488ba2bba8c0412ec1a31f660caf42462f62bf4f338116051809801806a78
misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure,misr,endpoint_sequence_pair,program_coeff_pivot,exact_lp_gap_pressure,4,improvement,7335,0.5077530112141769,25397.018025,0.29392533625836303,1047,3141,0.5075133301017936,1.3333333333333333,1.3333333333333333,local_mutation,5161e6a82fa0cd90b128ce98a72b7ebb8dc8193d554651c83d36ae9d06ef5f43
misr/endpoint_sequence_pair/program_coeff_pivot/graph_conflict_proxy,misr,endpoint_sequence_pair,program_coeff_pivot,graph_conflict_proxy,1,improvement,0,0.0,8.887628,0.0001009874203557776,0,0,0.0,1.0,1.0,initial_or_local,ba408c606f65a9714f4605e36e5eb787d05eecd1bcee03f170f80da8ee12f7f9
misr/endpoint_sequence_pair/program_coeff_pivot/graph_conflict_proxy,misr,endpoint_sequence_pair,program_coeff_pivot,graph_conflict_proxy,2,improvement,30,0.0031256511773286103,68.684202,0.0007804377477517219,4,12,0.0029175784099197666,1.1666666666666667,1.1666666666666667,local_mutation,152f0c696fe9b90697614915ec07bdfe7eb9ebafdb3692203f84b86fb0e6a638
misr/endpoint_sequence_pair/program_coeff_pivot/graph_conflict_proxy,misr,endpoint_sequence_pair,program_coeff_pivot,graph_conflict_proxy,3,improvement,35,0.003646593040216712,69.875423,0.0007939732305446144,4,12,0.0029175784099197666,1.25,1.25,local_mutation,edccb5981631b69a4d29a4b1ff480d13c43855c516aea090f3fa854fb3628618
misr/endpoint_sequence_pair/program_coeff_pivot/triangle_free_exact_gap_pressure,misr,endpoint_sequence_pair,program_coeff_pivot,triangle_free_exact_gap_pressure,1,improvement,0,0.0,7.902006,9.144729955545936e-05,0,0,0.0,1.0,1.0,initial_or_local,938839d1125e2e66b189e7bbee654179a601741bf2b819f74b2ae96eed13b116
misr/endpoint_sequence_pair/program_coeff_pivot/triangle_free_exact_gap_pressure,misr,endpoint_sequence_pair,program_coeff_pivot,triangle_free_exact_gap_pressure,2,improvement,140,0.008760402978537012,197.135916,0.002281388695932637,19,57,0.008326029798422436,1.125,1.125,local_mutation,b2c0c26ef6fc53abe60a7adcae032c067f75c042a223131acd90c6472da552a3
misr/endpoint_sequence_pair/program_coeff_pivot/triangle_free_exact_gap_pressure,misr,endpoint_sequence_pair,program_coeff_pivot,triangle_free_exact_gap_pressure,3,improvement,375,0.023465365121081282,537.348246,0.0062185533670263814,53,159,0.02322524101665206,1.25,1.25,local_mutation,a0fe9666c2bef0a743dbb1957fc1b87e931180a54af9a0453cf54cf0991e221b
misr/endpoint_sequence_pair/sequence_pair_pivot/exact_lp_gap_pressure,misr,endpoint_sequence_pair,sequence_pair_pivot,exact_lp_gap_pressure,1,improvement,0,0.0,9.280493,0.00010740339794764279,0,0,0.0,1.0,1.0,initial_or_local,459e7b9e86d73c6ceee82b2ea1d21fac571f01a6e0815b0f599e97c063a16fcc
misr/endpoint_sequence_pair/sequence_pair_pivot/exact_lp_gap_pressure,misr,endpoint_sequence_pair,sequence_pair_pivot,exact_lp_gap_pressure,2,improvement,5,0.000361271676300578,12.007653,0.00013896489481498523,0,0,0.0,1.1666666666666667,1.1666666666666667,local_mutation,1326a6ca2d7feb77fff285ae0fe8fb0005cee7185f820e6ed469c4beb2037d46
misr/endpoint_sequence_pair/sequence_pair_pivot/exact_lp_gap_pressure,misr,endpoint_sequence_pair,sequence_pair_pivot,exact_lp_gap_pressure,3,improvement,180,0.01300578034682081,369.831734,0.00428007271817012,25,75,0.012873326467559218,1.2222222222222223,1.2222222222222223,local_mutation,5939a3d4da6e8ccf40537b010b991f7bbaa83668bfea535bde0020a2e7f9aea8
misr/endpoint_sequence_pair/sequence_pair_pivot/exact_lp_gap_pressure,misr,endpoint_sequence_pair,sequence_pair_pivot,exact_lp_gap_pressure,4,improvement,520,0.03757225433526012,2347.115229,0.02716322839414455,71,213,0.036560247167868175,1.25,1.25,local_mutation,e389a26254146b7f99ee65eb458884464320d1d35b2c2c9e806da02ce7608aa2
misr/endpoint_sequence_pair/sequence_pair_pivot/graph_conflict_proxy,misr,endpoint_sequence_pair,sequence_pair_pivot,graph_conflict_proxy,1,improvement,0,0.0,8.77877,0.0001015931710618681,0,0,0.0,1.0,1.0,initial_or_local,3145614be4d39adc40c0ebfee55cf37f329c5e9d1df05e27751352ebb5754d42
misr/endpoint_sequence_pair/sequence_pair_pivot/graph_conflict_proxy,misr,endpoint_sequence_pair,sequence_pair_pivot,graph_conflict_proxy,2,improvement,65,0.005033297196840638,161.680787,0.001871066658667269,9,27,0.004893964110929853,1.25,1.25,local_mutation,c68a8c970b4d8ed33d53e4cff3b6b177a822826256c9ba8088b8fa8d18b44d47
misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr,endpoint_sequence_pair,sequence_pair_pivot,triangle_free_exact_gap_pressure,1,improvement,0,0.0,9.261323,0.00010717817050790183,0,0,0.0,1.0,1.0,initial_or_local,c6ea3ffb9dd7e43c03f8edabb043a14322b5b09638779862c2039742f07e0e30
misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr,endpoint_sequence_pair,sequence_pair_pivot,triangle_free_exact_gap_pressure,2,improvement,25,0.001559965056782728,2108.501692,0.024400979629084902,3,9,0.001326259946949602,1.125,1.125,local_mutation,3f5739c9d262fc55146ca4ba773614e84a7352c72eb7ccadd9628bebc6c3023c
misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr,endpoint_sequence_pair,sequence_pair_pivot,triangle_free_exact_gap_pressure,3,improvement,1125,0.07019842755522276,4524.417988,0.05235956488796278,157,471,0.0694076038903625,1.1666666666666667,1.1666666666666667,local_mutation,063aa8560244ec70190313544fe3c0579e1827e90795e11f9c562007e2de4c95
misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr,endpoint_sequence_pair,sequence_pair_pivot,triangle_free_exact_gap_pressure,4,improvement,1980,0.12354923249719206,6794.073799,0.07862552683590565,278,834,0.1229000884173298,1.2,1.2,local_mutation,1b1af4721f3d292b2a6338cc82c8ac06bb7051224466bc67a3da3957be73c011
misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr,endpoint_sequence_pair,sequence_pair_pivot,triangle_free_exact_gap_pressure,5,improvement,6715,0.41900661425184077,24650.796693,0.28527536412648347,946,2838,0.4182139699381079,1.25,1.25,local_mutation,511d0c296c4ec482cba822982ed9a5b967b274e95718cce08fa3368bf221fa1f
misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr,endpoint_sequence_pair,sequence_pair_pivot,triangle_free_exact_gap_pressure,6,improvement,11765,0.7341195557219519,53879.108038,0.6235247629426625,1663,4989,0.7351900972590628,1.3333333333333337,1.3333333333333337,local_mutation,fa702c9acb7a26feaa119c9b6109f2d63cf018648f7f931271ade79bdd7090e9
misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure,misr,quadratic_program_rectangles,lp_dual_pivot,exact_lp_gap_pressure,1,improvement,0,0.0,9.188724,0.00010633610350762679,0,0,0.0,1.125,1.125,initial_or_local,edfdb227c0f83e51a4b43dffec29f17a4f6b19470502ff57d6bb3e6f5452bb3d
misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure,misr,quadratic_program_rectangles,lp_dual_pivot,exact_lp_gap_pressure,2,improvement,1325,0.07895364080562507,3454.528773,0.039977381971185874,189,567,0.07884856070087609,1.3333333333333333,1.3333333333333333,local_mutation,93ddc3dec6128c48a87debd57de089bb22dd7699e64e354d2d5d5f168d7f5798
misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy,misr,quadratic_program_rectangles,lp_dual_pivot,graph_conflict_proxy,1,improvement,0,0.0,9.178725,0.00010622841928774031,0,0,0.0,1.0,1.0,initial_or_local,fb37804b6936612eae18ef32c52718a4fa4bf3c3b3ab2f0946859cb7d05b6b07
misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy,misr,quadratic_program_rectangles,lp_dual_pivot,graph_conflict_proxy,2,improvement,30,0.0018179614592170646,79.097299,0.0009154191941364146,4,12,0.0016970725498515061,1.125,1.125,local_mutation,c94487afab6af49ed111bbe0ba9655fcc4e52b43f2c83efcbffe8cc8bb10076c
misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy,misr,quadratic_program_rectangles,lp_dual_pivot,graph_conflict_proxy,3,improvement,210,0.012725730214519452,541.434209,0.006266197121101026,29,87,0.01230377598642342,1.3333333333333333,1.3333333333333333,local_mutation,10729ff2d35a2d7c73d7c4bcb6937aa802974fad52c10886c36f7a81c769eb48
misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure,misr,quadratic_program_rectangles,lp_dual_pivot,triangle_free_exact_gap_pressure,1,improvement,0,0.0,9.169279,0.00010611620505134052,0,0,0.0,1.0,1.0,initial_or_local,bfe537c53e060a09ecb6f409dd30fb57619b2ea5b933283fcdbead6e8525ae92
misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure,misr,quadratic_program_rectangles,lp_dual_pivot,triangle_free_exact_gap_pressure,2,improvement,60,0.0036989088218975404,163.826078,0.001895961687478907,8,24,0.0034527406128614588,1.125,1.125,local_mutation,d5def82f77e6bba7b105432f86fa8a6e7f24a6e29c4d0da21abb016720bbceac
misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure,misr,quadratic_program_rectangles,lp_dual_pivot,triangle_free_exact_gap_pressure,3,improvement,265,0.016336847296714137,696.605962,0.008061831372300736,37,111,0.015968925334484248,1.3333333333333333,1.3333333333333333,local_mutation,a75ac22ed94a4277ca9bad9fef9ab33a5c44ec63aaec9f1c331b899b232c3eb6
misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure,misr,quadratic_program_rectangles,program_coeff_pivot,exact_lp_gap_pressure,1,improvement,0,0.0,9.294866,0.000107573206784378,0,0,0.0,1.0,1.0,initial_or_local,08287e1efa2965791a7b59263294ee4126dfbdad181c105ed897ad4e1f2780f6
misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure,misr,quadratic_program_rectangles,program_coeff_pivot,exact_lp_gap_pressure,2,improvement,45,0.00353467912968345,687.823777,0.007960460042612007,6,18,0.0033003300330033004,1.125,1.125,local_mutation,00d9a0268fa0e8787c98c2b994c359304b899e156ef866c620fed55a74686127
misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure,misr,quadratic_program_rectangles,program_coeff_pivot,exact_lp_gap_pressure,3,improvement,180,0.0141387165187338,1049.906425,0.012150987540947017,25,75,0.013751375137513752,1.3333333333333333,1.3333333333333333,local_mutation,ee440b3aeb6cdc1f282ea768021bbdcd91a0c7dabcc4386f714e33d0d0228820
misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy,misr,quadratic_program_rectangles,program_coeff_pivot,graph_conflict_proxy,1,improvement,0,0.0,8.906618,0.00010307398926165517,0,0,0.0,1.0,1.0,initial_or_local,6e848ea22466ec3460bf2679456f4489dfc2173295ccb68f13a7549d59b3dbe4
misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy,misr,quadratic_program_rectangles,program_coeff_pivot,graph_conflict_proxy,2,improvement,100,0.006257430698955009,251.358864,0.0029089111993753232,14,42,0.006134969325153374,1.125,1.125,local_mutation,982f1be4fd108119552304524b634e6b282ab0b8dfe24bb9c01f3795c8b825f4
misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy,misr,quadratic_program_rectangles,program_coeff_pivot,graph_conflict_proxy,3,improvement,455,0.02847130968024529,1187.954325,0.01374788851822171,64,192,0.028045574057843997,1.3333333333333333,1.3333333333333333,local_mutation,6e566db2dc32ac1664429c5c2c3ff52e523cdf26ac3b55e05dd33de6cac15fd8
misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure,misr,quadratic_program_rectangles,program_coeff_pivot,triangle_free_exact_gap_pressure,1,improvement,0,0.0,9.238238,0.00010691188061414446,0,0,0.0,1.0,1.0,initial_or_local,8dd1b7447b4328a5a151423eb6d27330eb46e1c4aa02d2db34e379cf5ed5579e
misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure,misr,quadratic_program_rectangles,program_coeff_pivot,triangle_free_exact_gap_pressure,2,improvement,35,0.002159960503579363,87.923611,0.0010175185573695414,4,12,0.001728608470181504,1.125,1.125,local_mutation,73204209e7c2cd30dc570e87277dc9b5ac55e5703d3ce735be8e50c82def840f
misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure,misr,quadratic_program_rectangles,program_coeff_pivot,triangle_free_exact_gap_pressure,3,improvement,2580,0.15921994569242162,7584.856648,0.08777770051241111,368,1104,0.15903197925669835,1.3333333333333333,1.3333333333333333,local_mutation,7b20abf0500f40473ac9fddbad29fcc84d9b8be418229df38a8de9ed86afd3db
misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure,misr,quadratic_program_rectangles,sequence_pair_pivot,exact_lp_gap_pressure,1,improvement,0,0.0,8.293079,9.596536790670097e-05,0,0,0.0,1.0,1.0,initial_or_local,000c6c523cae83462162d9e1a79bfd50e3dc850cc63cd26a4dff5094b4ff3b29
misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure,misr,quadratic_program_rectangles,sequence_pair_pivot,exact_lp_gap_pressure,2,improvement,20,0.0012992074834351046,69.522808,0.000804499974934151,2,6,0.0009095043201455207,1.125,1.125,local_mutation,e91aba7b6b8c583f2a2d04ede7f421a97e440c3914ba01ea6b7acbc1fe364969
misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure,misr,quadratic_program_rectangles,sequence_pair_pivot,exact_lp_gap_pressure,3,improvement,1195,0.0776276471352475,4276.105133,0.04948198398882701,170,510,0.07730786721236926,1.3333333333333333,1.3333333333333333,local_mutation,434d289cea8c52124524b94b43c30c015e69db224399f4e377137a93fe0c4057
misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy,misr,quadratic_program_rectangles,sequence_pair_pivot,graph_conflict_proxy,1,improvement,0,0.0,10.161759,0.00011760072431957873,0,0,0.0,1.0,1.0,initial_or_local,839b4ea135d60f7f0dc0cf5c1ef7fcba94f5203b0268b188c21ac22219ffc710
misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy,misr,quadratic_program_rectangles,sequence_pair_pivot,graph_conflict_proxy,2,improvement,155,0.009253731343283582,416.40223,0.004818969221400332,22,66,0.00919732441471572,1.125,1.125,local_mutation,b624c786099f2a16b521301945ab3f44b98261a49e8549bf2f57e15fc1880fad
misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy,misr,quadratic_program_rectangles,sequence_pair_pivot,graph_conflict_proxy,3,improvement,3490,0.2083582089552239,10869.565223,0.1257920743115147,498,1494,0.20819397993311037,1.3333333333333333,1.3333333333333333,local_mutation,cb94a365a640e1906cb7a4344ac247eab46361be4d783899d05ac53ffa7ebaf9
misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr,quadratic_program_rectangles,sequence_pair_pivot,triangle_free_exact_gap_pressure,1,improvement,0,0.0,10.11405,0.00011705121384023381,0,0,0.0,1.0,1.0,initial_or_local,d8e010c55dc2d5249b6214aad3e31608d15fca5309e1f9801408c2815088ed7c
misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr,quadratic_program_rectangles,sequence_pair_pivot,triangle_free_exact_gap_pressure,2,improvement,25,0.0015094795314575535,69.641008,0.0008059644276484132,3,9,0.0012684989429175475,1.125,1.125,local_mutation,fd22191352894c9c63ff36fbfad267a6454e16ec2d7b577d20989920cc59d06d
misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr,quadratic_program_rectangles,sequence_pair_pivot,triangle_free_exact_gap_pressure,3,improvement,790,0.04769955319405869,2147.727123,0.02485592485154247,112,336,0.047357293868921777,1.3333333333333333,1.3333333333333333,local_mutation,506c5e2ae41749248b6bdd6aa1de7c17fdccedf21b1ef64b90235e051004d349
misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure,misr,triangle_free_rect,lp_dual_pivot,exact_lp_gap_pressure,1,improvement,0,0.0,9.30214,0.00010764567913830926,0,0,0.0,1.0,1.0,initial_or_local,354c08dc238ba894a35a4d847c836399a635718bcd40a97421697c13240945c2
misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure,misr,triangle_free_rect,lp_dual_pivot,exact_lp_gap_pressure,2,improvement,10,0.0006796248470844094,22.749949,0.0002632656260244309,1,3,0.00047596382674916705,1.125,1.125,local_mutation,5f10751ebdb397cf8a99b3eca195d82c770c1f92c7703589092024d58167e51c
misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure,misr,triangle_free_rect,lp_dual_pivot,exact_lp_gap_pressure,3,improvement,25,0.0016990621177110235,40.059745,0.0004635770324497899,3,9,0.0014278914802475012,1.2,1.2,local_mutation,9b2a8dcfabe16fdeeaca39929db4ca84f8d274db9e0327ccbaf2d67eb365c16f
misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure,misr,triangle_free_rect,lp_dual_pivot,exact_lp_gap_pressure,4,improvement,30,0.0020388745412532284,50.358742,0.0005827584817193568,4,12,0.0019038553069966682,1.25,1.25,local_mutation,2e9f905ca36f9cce0a6ac291823addab9e5a4987ec9bbe4394b6866df344990f
misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure,misr,triangle_free_rect,lp_dual_pivot,exact_lp_gap_pressure,5,improvement,130,0.008835123012097322,186.547262,0.002158751288346779,18,54,0.008567348881485007,1.3333333333333333,1.3333333333333333,local_mutation,ef8063b41cd5b11ec9fe233ef6d24400bba42fbdd15168ea460daa24f3813222
misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure,misr,triangle_free_rect,lp_dual_pivot,exact_lp_gap_pressure,6,improvement,195,0.013252684518145983,273.267919,0.0031622949909878247,27,81,0.01285102332222751,1.375,1.375,local_mutation,f86ab5fa793941bd0d741aea49fbba64ba25a8b7364c92bb239145688d50909d
misr/triangle_free_rect/lp_dual_pivot/graph_conflict_proxy,misr,triangle_free_rect,lp_dual_pivot,graph_conflict_proxy,1,improvement,0,0.0,9.324074,0.00010789164470850433,0,0,0.0,1.0,1.0,initial_or_local,d2bee79eadef94da7a93ddffc410e50d256d30352d3ed9f7336665a6229995d0
misr/triangle_free_rect/lp_dual_pivot/graph_conflict_proxy,misr,triangle_free_rect,lp_dual_pivot,graph_conflict_proxy,2,improvement,5,0.0003012411133871551,10.836016,0.00012538677710276306,0,0,0.0,1.3333333333333333,1.3333333333333333,local_mutation,9979dbf4a62ef75f547fb44e69a8dfc4e9ed982af41fe11f456132d7aa0c1f02
misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure,misr,triangle_free_rect,lp_dual_pivot,triangle_free_exact_gap_pressure,1,improvement,0,0.0,9.242208,0.0001069497608492433,0,0,0.0,1.125,1.125,initial_or_local,e058c6038978984ed37f38269d665bcf63163a5a88fde835f143cb6bafb041f8
misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure,misr,triangle_free_rect,lp_dual_pivot,triangle_free_exact_gap_pressure,2,improvement,20,0.0013981125480601187,62.457286,0.0007227484818555039,2,6,0.0009789525208027412,1.3333333333333333,1.3333333333333333,local_mutation,78132d6ba7b628134876ab86c1a0c5b5f1ff4e12a2e32e968e7950c661fe0a47
