config_id,problem,representation,local_search,surrogate,run_id,summary_present,checkpoint_present,stop_reason,return_code,completed_iterations,elapsed_seconds,generation_rate_per_hour,event_rows,population_size,candidate_slots,candidate_events,exact_events,exact_calls,exact_calls_per_hour,rejected_events,invalid_events,invalid_samples,nontrivial_rejected_samples,training_archive_pruned,repaired_samples,duplicate_samples,duplicates_per_generation,duplicate_slot_fraction,repairs_per_generation,malformed_event_rows,model_train_calls,model_epochs_per_call,total_model_epochs,model_event_errors,model_event_skips,model_samples_requested,model_samples_valid,model_samples_valid_fraction,initial_best_score,best_score,score_gain,improvement_count,best_generation,best_model_epoch,time_to_best_seconds,plateau_generations,plateau_fraction,plateau_seconds,source_of_best,fallback_floor_used,best_certificate_path,best_rendering_path,summary_event_score_difference,source_event_counts_json,improvement_source_counts_json,certificate_schema,certificate_solver_status,certificate_score,certificate_hash,n_items,objective_integer,objective_fractional,saved,destroyed
unit_square/sqstab_exact_grid/sqstab_local_hillclimb/incidence_statistics,unit_square,sqstab_exact_grid,sqstab_local_hillclimb,incidence_statistics,unit_square/sqstab_exact_grid/sqstab_local_hillclimb/incidence_statistics/budget86400/git20750a588a5b,True,True,budget_exhausted,0,17403,86407.11512972414,725.0652901203972,107863,32,556896,105376,20872,20872,869.5950546108677,84540,0,0,84659,0,22137,179541,10.316669539734528,0.322395923116704,1.272022065161179,0,2486,3,7458,0,0,39776,26894,0.6761363636363636,1.0,1.3333333333333333,0.3333333333333332,4,5,0,12.140764981508257,17398,0.9997126932138136,86394.97436474264,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/sqstab_local_hillclimb/incidence_statistics/certificates/best_iter000005_69877fd54db5.json,runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/sqstab_local_hillclimb/incidence_statistics/renderings/best_iter000005_69877fd54db5.svg,0.0,"{""initial_or_local"": 32, ""local_mutation"": 104760, ""model_sample"": 584}","{""initial_or_local"": 1, ""local_mutation"": 3}",unit_square_stab_certificate_v1,optimal,1.3333333333333333,69877fd54db58428affbe0ada4190aef5ef1dfb6946c0380ccb5370e5b317c97,9,4.0,3.0,,
unit_square/square_direct/sqstab_local_hillclimb/incidence_statistics,unit_square,square_direct,sqstab_local_hillclimb,incidence_statistics,unit_square/square_direct/sqstab_local_hillclimb/incidence_statistics/budget86400/git20750a588a5b,True,True,budget_exhausted,0,16899,86412.00974809402,704.0271390209375,82438,32,540768,80023,20280,20280,844.8825598760053,59772,0,0,62362,0,21094,148539,8.78981004793183,0.2746815639978697,1.2482395408012308,0,2414,3,7242,0,0,38624,34506,0.8933823529411765,1.0,1.3157894736842106,0.3157894736842106,5,11310,4845,42849.30461514497,5589,0.3307296289721285,43562.70513294905,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/sqstab_local_hillclimb/incidence_statistics/certificates/best_iter011310_f9543137ad32.json,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/sqstab_local_hillclimb/incidence_statistics/renderings/best_iter011310_f9543137ad32.svg,0.0,"{""initial_or_local"": 31, ""local_mutation"": 78719, ""model_sample"": 1273}","{""initial_or_local"": 2, ""local_mutation"": 3}",unit_square_stab_certificate_v1,optimal,1.3157894736842106,f9543137ad3267b81226ce7d0ff67c7c95c65ba9960ddf6f8bbc3ceaeba25988,13,5.0,3.8,,
unit_square/sqstab_exact_grid/coord_mutation/incidence_statistics,unit_square,sqstab_exact_grid,coord_mutation,incidence_statistics,unit_square/sqstab_exact_grid/coord_mutation/incidence_statistics/budget86400/git20750a588a5b,True,True,budget_exhausted,0,17462,86411.82149387896,727.4837969299484,102865,32,558784,100370,20929,20929,871.9223677669735,79482,0,0,79482,0,24473,182492,10.450807467644028,0.3265877333638758,1.4015004008704617,0,2494,3,7482,0,0,39904,31010,0.7771150761828388,1.2,1.3157894736842104,0.1157894736842104,4,350,147,521.5989118441939,17112,0.9799564769213148,85890.22258203477,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/coord_mutation/incidence_statistics/certificates/best_iter000350_3f21df44f372.json,runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/coord_mutation/incidence_statistics/renderings/best_iter000350_3f21df44f372.svg,0.0,"{""initial_or_local"": 32, ""local_mutation"": 99877, ""model_sample"": 461}","{""initial_or_local"": 2, ""local_mutation"": 2}",unit_square_stab_certificate_v1,optimal,1.3157894736842104,3f21df44f372c55511c41d8996205ed81b41727a1a0b91ab5659f48b1ca8ec58,10,5.0,3.8,,
unit_square/line_square_incidence/coord_mutation/greedy_partial_lp_bitset,unit_square,line_square_incidence,coord_mutation,greedy_partial_lp_bitset,unit_square/line_square_incidence/coord_mutation/greedy_partial_lp_bitset/budget86400/git20750a588a5b,True,True,budget_exhausted,0,13690,86411.44269704202,570.3411314724764,25653,32,438080,23697,16428,16428,684.4093577669717,7279,0,0,7302,0,335,141672,10.348575602629657,0.3233929875821767,0.0244704163623082,0,1955,3,5865,0,0,31280,312,0.0099744245524296,1.1428571428571428,1.25,0.1071428571428572,3,10710,4587,58352.63790768001,2980,0.2176771365960555,28058.80478936201,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/coord_mutation/greedy_partial_lp_bitset/certificates/best_iter010710_9b5c298e9e89.json,runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/coord_mutation/greedy_partial_lp_bitset/renderings/best_iter010710_9b5c298e9e89.svg,0.0,"{""initial_or_local"": 28, ""local_mutation"": 23659, ""model_sample"": 10}","{""initial_or_local"": 1, ""local_mutation"": 2}",unit_square_stab_certificate_v1,optimal,1.25,9b5c298e9e89b787ead4b4015497193925cda2f7763aa220752f160a1ea106b5,24,5.0,4.0,,
unit_square/line_square_incidence/primal_dual_lines/incidence_statistics,unit_square,line_square_incidence,primal_dual_lines,incidence_statistics,unit_square/line_square_incidence/primal_dual_lines/incidence_statistics/budget86400/git20750a588a5b,True,True,budget_exhausted,0,14669,86409.06245649199,611.1442306944328,20771,32,469408,18675,17604,17604,733.4230715893924,1077,0,0,1305,0,824,126517,8.624786965710001,0.2695245926784375,0.0561728815870202,0,2095,3,6285,0,0,33520,596,0.017780429594272,1.0,1.25,0.25,6,2000,855,5109.283061449998,12669,0.8636580544004363,81299.77939504199,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/primal_dual_lines/incidence_statistics/certificates/best_iter002000_3a19e0afb3e5.json,runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/primal_dual_lines/incidence_statistics/renderings/best_iter002000_3a19e0afb3e5.svg,0.0,"{""initial_or_local"": 30, ""local_mutation"": 18641, ""model_sample"": 4}","{""initial_or_local"": 2, ""local_mutation"": 4}",unit_square_stab_certificate_v1,optimal,1.25,3a19e0afb3e5db0e74bd672d9751d38df18915fef6073534960410091c7015c1,13,5.0,4.0,,
unit_square/square_direct/coord_mutation/greedy_partial_lp_bitset,unit_square,square_direct,coord_mutation,greedy_partial_lp_bitset,unit_square/square_direct/coord_mutation/greedy_partial_lp_bitset/budget86400/git20750a588a5b,True,True,budget_exhausted,0,14527,86409.8332274789,605.2227859568318,21482,32,464864,19407,17436,17436,726.4173260785655,2140,0,0,13105,0,17370,121048,8.332622014180492,0.2603944379431404,1.1957045501480004,0,2074,3,6222,0,0,33184,12521,0.3773203953712633,1.0,1.25,0.25,6,5090,2181,13506.465573071968,9437,0.6496179527775866,72903.36765440693,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/coord_mutation/greedy_partial_lp_bitset/certificates/best_iter005090_3f080f0272e2.json,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/coord_mutation/greedy_partial_lp_bitset/renderings/best_iter005090_3f080f0272e2.svg,0.0,"{""initial_or_local"": 30, ""local_mutation"": 19123, ""model_sample"": 249, ""random_reseed"": 5}","{""initial_or_local"": 1, ""local_mutation"": 5}",unit_square_stab_certificate_v1,optimal,1.25,3f080f0272e275af0f12bc44830d3fada2fbe94ac77e0cf69832085be63d1b8c,23,5.0,4.0,,
unit_square/square_direct/coord_mutation/incidence_statistics,unit_square,square_direct,coord_mutation,incidence_statistics,unit_square/square_direct/coord_mutation/incidence_statistics/budget86400/git20750a588a5b,True,True,budget_exhausted,0,16027,86414.74607805198,667.6777126427755,30559,32,512864,28269,19236,19236,801.3632295748693,9098,0,0,17446,0,21189,135148,8.43252012229363,0.2635162538216759,1.3220814874898608,0,2289,3,6867,0,0,36624,23225,0.634147007426824,1.0,1.25,0.25,3,115,48,142.37492119101807,15912,0.9928246084732014,86272.37115686096,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/coord_mutation/incidence_statistics/certificates/best_iter000115_8f12f1f5e31c.json,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/coord_mutation/incidence_statistics/renderings/best_iter000115_8f12f1f5e31c.svg,0.0,"{""initial_or_local"": 30, ""local_mutation"": 27473, ""model_sample"": 766}","{""initial_or_local"": 2, ""local_mutation"": 1}",unit_square_stab_certificate_v1,optimal,1.25,8f12f1f5e31c89ab46cfbb345abf5cdae87841ba864989f159bf3ae3c8c840d4,9,5.0,4.0,,
unit_square/square_direct/primal_dual_lines/incidence_statistics,unit_square,square_direct,primal_dual_lines,incidence_statistics,unit_square/square_direct/primal_dual_lines/incidence_statistics/budget86400/git20750a588a5b,True,True,budget_exhausted,0,17283,86417.7729279995,719.9768970190738,27268,32,553056,24799,20740,20740,863.9889396618406,4089,0,0,9134,0,19022,158731,9.184227275357287,0.2870071023549152,1.1006191054793728,0,2468,3,7404,0,0,39488,31103,0.7876570097244733,1.0,1.25,0.25,5,3010,1287,4202.758363261819,14273,0.8258404212231673,82215.01456473768,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/primal_dual_lines/incidence_statistics/certificates/best_iter003010_4a9c30b5b836.json,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/primal_dual_lines/incidence_statistics/renderings/best_iter003010_4a9c30b5b836.svg,0.0,"{""initial_or_local"": 32, ""local_mutation"": 23709, ""model_sample"": 1058}","{""initial_or_local"": 1, ""local_mutation"": 4}",unit_square_stab_certificate_v1,optimal,1.25,4a9c30b5b8366ee80b37050a116172420dc537636b30c07d683844327b3cd311,13,5.0,4.0,,
unit_square/line_square_incidence/primal_dual_lines/greedy_partial_lp_bitset,unit_square,line_square_incidence,primal_dual_lines,greedy_partial_lp_bitset,unit_square/line_square_incidence/primal_dual_lines/greedy_partial_lp_bitset/budget86400/git20750a588a5b,True,True,budget_exhausted,0,13298,86412.351584266,554.0041339265752,19466,32,425536,17567,15956,15956,664.7383035744047,1652,0,0,1819,0,359,133762,10.05880583546398,0.3143376823582494,0.026996540833208,0,1898,3,5694,0,0,30368,192,0.006322444678609,1.0,1.206896551724138,0.2068965517241381,6,3410,1458,12065.348494456965,9888,0.7435704617235674,74347.00308980903,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/primal_dual_lines/greedy_partial_lp_bitset/certificates/best_iter003410_1a54969af26e.json,runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/primal_dual_lines/greedy_partial_lp_bitset/renderings/best_iter003410_1a54969af26e.svg,0.0,"{""initial_or_local"": 32, ""local_mutation"": 17531, ""model_sample"": 1, ""random_reseed"": 3}","{""local_mutation"": 6}",unit_square_stab_certificate_v1,optimal,1.206896551724138,1a54969af26e25d3779ceb470efeb1adba30bba9aa6a5924753d549b900c9aa7,24,5.0,4.142857142857142,,
unit_square/square_direct/primal_dual_lines/greedy_partial_lp_bitset,unit_square,square_direct,primal_dual_lines,greedy_partial_lp_bitset,unit_square/square_direct/primal_dual_lines/greedy_partial_lp_bitset/budget86400/git20750a588a5b,True,True,budget_exhausted,0,15268,86418.185188259,636.0327965724008,23013,32,488576,20831,18323,18323,763.2976769449896,2736,0,0,12137,0,18851,144401,9.457754781241812,0.2955548369138066,1.234673827613309,0,2181,3,6543,0,0,34896,17053,0.4886806510774873,1.0,1.2,0.1999999999999999,5,6840,2931,20842.662250953028,8428,0.5520041917736442,65575.52293730597,model_sample,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/primal_dual_lines/greedy_partial_lp_bitset/certificates/best_iter006840_055b664b15be.json,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/primal_dual_lines/greedy_partial_lp_bitset/renderings/best_iter006840_055b664b15be.svg,0.0,"{""initial_or_local"": 32, ""local_mutation"": 20296, ""model_sample"": 500, ""random_reseed"": 3}","{""initial_or_local"": 1, ""local_mutation"": 3, ""model_sample"": 1}",unit_square_stab_certificate_v1,optimal,1.2,055b664b15be900166061a8d0f179b7fbd24204ba9ac57cac28cbede189a5ace,24,4.0,3.3333333333333335,,
