config_id,problem,representation,local_search,surrogate,run_id,summary_present,checkpoint_present,stop_reason,return_code,completed_iterations,elapsed_seconds,generation_rate_per_hour,event_rows,population_size,candidate_slots,candidate_events,exact_events,exact_calls,exact_calls_per_hour,rejected_events,invalid_events,invalid_samples,nontrivial_rejected_samples,training_archive_pruned,repaired_samples,duplicate_samples,duplicates_per_generation,duplicate_slot_fraction,repairs_per_generation,malformed_event_rows,model_train_calls,model_epochs_per_call,total_model_epochs,model_event_errors,model_event_skips,model_samples_requested,model_samples_valid,model_samples_valid_fraction,initial_best_score,best_score,score_gain,improvement_count,best_generation,best_model_epoch,time_to_best_seconds,plateau_generations,plateau_fraction,plateau_seconds,source_of_best,fallback_floor_used,best_certificate_path,best_rendering_path,summary_event_score_difference,source_event_counts_json,improvement_source_counts_json,certificate_schema,certificate_solver_status,certificate_score,certificate_hash,n_items,objective_integer,objective_fractional,saved,destroyed
guillotine/rect_direct_disjoint/recursive_gadget_assembly/depth_limited_dp,guillotine,rect_direct_disjoint,recursive_gadget_assembly,depth_limited_dp,guillotine/rect_direct_disjoint/recursive_gadget_assembly/depth_limited_dp/budget86400/git20750a588a5b,True,True,budget_exhausted,0,6313,86417.5456931144,262.98826028579094,8328,32,202016,7578,7578,7578,315.6858920395571,7035,0,0,7035,0,12543,51214,8.112466339299857,0.2535145731031205,1.986852526532552,0,749,3,2247,0,0,11984,11877,0.9910714285714286,0.1111111111111111,0.1818181818181818,0.0707070707070707,3,1420,495,14757.837532363832,4893,0.7750673214002851,71659.70816075057,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/rect_direct_disjoint/recursive_gadget_assembly/depth_limited_dp/certificates/best_iter001420_ba420107ce52.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/rect_direct_disjoint/recursive_gadget_assembly/depth_limited_dp/renderings/best_iter001420_ba420107ce52.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 7094, ""model_sample"": 478}","{""local_mutation"": 3}",guillotine_certificate_v1,optimal,0.1818181818181818,ba420107ce5238445bf013de1a327b7ce7d5af87ad42489a86660632eecb81ed,22,,,18.0,4.0
guillotine/rect_direct_disjoint/recursive_gadget_assembly/first_cut_obstruction,guillotine,rect_direct_disjoint,recursive_gadget_assembly,first_cut_obstruction,guillotine/rect_direct_disjoint/recursive_gadget_assembly/first_cut_obstruction/budget86400/git20750a588a5b,True,True,budget_exhausted,0,11041,86435.31195881218,459.85372296614577,14522,32,353312,13254,13254,13254,552.0243858521235,13182,0,0,13182,0,22027,80101,7.254868218458473,0.2267146318268272,1.995018567158772,0,1267,3,3801,0,0,20272,19992,0.9861878453038674,0.0909090909090909,0.1818181818181818,0.0909090909090909,7,8065,2778,49770.62208159268,2976,0.2695408024635449,36664.6898772195,model_sample,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/rect_direct_disjoint/recursive_gadget_assembly/first_cut_obstruction/certificates/best_iter008065_86abecc14b8f.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/rect_direct_disjoint/recursive_gadget_assembly/first_cut_obstruction/renderings/best_iter008065_86abecc14b8f.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 12054, ""model_sample"": 1194}","{""local_mutation"": 5, ""model_sample"": 2}",guillotine_certificate_v1,optimal,0.1818181818181818,86abecc14b8f9c033ebd4099a9a50f10a4ca6a6c572336ae395c1f5a047a26a1,11,,,9.0,2.0
guillotine/sequence_pair_packing/recursive_gadget_assembly/depth_limited_dp,guillotine,sequence_pair_packing,recursive_gadget_assembly,depth_limited_dp,guillotine/sequence_pair_packing/recursive_gadget_assembly/depth_limited_dp/budget86400/git20750a588a5b,True,True,budget_exhausted,0,4463,86429.5786569789,185.89469310923985,5919,32,142816,5358,5358,5358,223.1735975082472,4207,0,0,4207,0,5611,44589,9.990813354246022,0.3122129173201882,1.25722608111136,0,560,3,1680,0,0,8960,5049,0.5635044642857143,0.0909090909090909,0.1764705882352941,0.0855614973262032,5,2565,975,55883.863247811794,1898,0.4252744790499664,30545.71540916711,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/depth_limited_dp/certificates/best_iter002565_955605c64ead.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/depth_limited_dp/renderings/best_iter002565_955605c64ead.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 5121, ""model_sample"": 231}","{""local_mutation"": 5}",guillotine_certificate_v1,optimal,0.1764705882352941,955605c64ead2d03f8c10b516536f77007150021b9606c8509ad54b007b6f637,17,,,14.0,3.0
guillotine/sequence_pair_packing/recursive_gadget_assembly/k_subset_nonseparability,guillotine,sequence_pair_packing,recursive_gadget_assembly,k_subset_nonseparability,guillotine/sequence_pair_packing/recursive_gadget_assembly/k_subset_nonseparability/budget86400/git20750a588a5b,True,True,budget_exhausted,0,1425,86412.91540406644,59.366125723361385,1910,32,45600,1710,1710,1710,71.23935086803365,301,0,0,301,0,225,15113,10.60561403508772,0.3314254385964912,0.1578947368421052,0,199,3,597,0,0,3184,167,0.0524497487437185,0.125,0.1739130434782608,0.0489130434782608,4,470,198,32290.189418509603,955,0.6701754385964912,54122.72598555684,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/k_subset_nonseparability/certificates/best_iter000470_2d2db18a5cb6.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/k_subset_nonseparability/renderings/best_iter000470_2d2db18a5cb6.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 1704}","{""local_mutation"": 4}",guillotine_certificate_v1,optimal,0.1739130434782608,2d2db18a5cb6cbb18f5183c0a35f96130ae3f73ed898028d3198218d428e680d,23,,,19.0,4.0
guillotine/rect_direct_disjoint/recursive_gadget_assembly/k_subset_nonseparability,guillotine,rect_direct_disjoint,recursive_gadget_assembly,k_subset_nonseparability,guillotine/rect_direct_disjoint/recursive_gadget_assembly/k_subset_nonseparability/budget86400/git20750a588a5b,True,True,budget_exhausted,0,2159,86410.8413188979,89.94704693727117,2886,32,69088,2592,2592,2592,107.98645005160114,1409,0,0,1409,0,4384,17032,7.888837424733673,0.2465261695229272,2.03056970819824,0,293,3,879,0,0,4688,4184,0.8924914675767918,0.0869565217391304,0.1666666666666666,0.0797101449275362,6,1065,432,39682.05377200991,1094,0.5067160722556739,46728.787546887994,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/rect_direct_disjoint/recursive_gadget_assembly/k_subset_nonseparability/certificates/best_iter001065_d2576eee56a3.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/rect_direct_disjoint/recursive_gadget_assembly/k_subset_nonseparability/renderings/best_iter001065_d2576eee56a3.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 2417, ""model_sample"": 169}","{""local_mutation"": 5, ""model_sample"": 1}",guillotine_certificate_v1,optimal,0.1666666666666666,d2576eee56a342dba089b67f5a46eada00bef48f312cdd371d0e8504c2cdfb2e,18,,,15.0,3.0
guillotine/sequence_pair_packing/recursive_gadget_assembly/first_cut_obstruction,guillotine,sequence_pair_packing,recursive_gadget_assembly,first_cut_obstruction,guillotine/sequence_pair_packing/recursive_gadget_assembly/first_cut_obstruction/budget86400/git20750a588a5b,True,True,budget_exhausted,0,11724,86407.88181407005,488.45544079900606,15421,32,375168,14070,14070,14070,586.1965243979884,13827,0,0,13827,0,18611,115904,9.88604571818492,0.3089389286932787,1.5874274991470487,0,1350,3,4050,0,0,21600,16396,0.7590740740740741,0.125,0.1538461538461538,0.0288461538461538,4,4715,1635,19054.79669432342,7009,0.5978335039235756,67353.08511974663,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/first_cut_obstruction/certificates/best_iter004715_436481c71788.json,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/first_cut_obstruction/renderings/best_iter004715_436481c71788.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 13164, ""model_sample"": 900}","{""local_mutation"": 4}",guillotine_certificate_v1,optimal,0.1538461538461538,436481c71788d8c23ca51dbf10c26c07cedd1c281c823ccc46ecf474595253e0,13,,,11.0,2.0
misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure,misr,triangle_free_rect,sequence_pair_pivot,exact_lp_gap_pressure,misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,14834,86426.67913561699,617.8925365881903,19922,32,474688,17802,17802,17802,741.5210284712797,0,0,0,0,0,3338,127991,8.628218956451395,0.2696318423891061,0.2250235944451935,0,2119,3,6357,0,0,33904,3343,0.098601934874941,1.125,1.5,0.375,5,4345,1860,11231.834610372083,10489,0.7070918160981529,75194.8445252449,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/certificates/best_iter004345_c49fd89391eb.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/renderings/best_iter004345_c49fd89391eb.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 17706, ""model_sample"": 90}","{""initial_or_local"": 1, ""local_mutation"": 4}",misr_certificate_v1,optimal,1.5,c49fd89391eb8f2ffcd4bf0b642cc06950b90c6321623689906117ed255eb8e4,12,4.0,6.0,,
misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure,misr,triangle_free_rect,program_coeff_pivot,exact_lp_gap_pressure,misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,14905,86417.59282569587,620.9152354917834,20016,32,476960,17886,17886,17886,745.0982825901401,0,0,0,0,0,3190,128005,8.588057698758806,0.2683768030862127,0.2140221402214022,0,2129,3,6387,0,0,34064,3190,0.0936472522310944,1.0,1.4,0.3999999999999999,5,11165,4782,52111.002484597266,3740,0.2509225092250922,34306.59034109861,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/certificates/best_iter011165_85fa3b539739.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/renderings/best_iter011165_85fa3b539739.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 17816, ""model_sample"": 64}","{""initial_or_local"": 1, ""local_mutation"": 4}",misr_certificate_v1,optimal,1.4,85fa3b53973925ceba748d302a586a8020f6b39886eac312dfe6a2fb7f1622fd,14,5.0,7.0,,
misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure,misr,triangle_free_rect,lp_dual_pivot,exact_lp_gap_pressure,misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,14714,86414.4299563393,612.9809573095972,19760,32,470848,17658,17658,17658,735.627140422242,0,0,0,0,0,3441,128147,8.70918852793258,0.2721621414978931,0.2338589098817452,0,2101,3,6303,0,0,33616,3441,0.1023619704902427,1.0,1.375,0.375,6,195,81,273.26788376271725,14519,0.986747315481854,86141.16207257658,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure/certificates/best_iter000195_834db4026d83.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure/renderings/best_iter000195_834db4026d83.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 17585, ""model_sample"": 67}","{""initial_or_local"": 1, ""local_mutation"": 5}",misr_certificate_v1,optimal,1.375,834db4026d83154793aba42be986b89e6ff4c123558b60541825a0ca5e350f2b,11,4.0,5.5,,
misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure,misr,triangle_free_rect,lp_dual_pivot,triangle_free_exact_gap_pressure,misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,14305,86416.35031823814,595.9288932054258,19210,32,457760,17166,17166,17166,715.114671846511,0,0,0,0,0,3290,128070,8.95281370150297,0.2797754281719678,0.2299895141558895,0,2043,3,6129,0,0,32688,3283,0.1004344101811062,1.125,1.375,0.25,3,60,24,116.8574028238654,14245,0.9958056623558196,86299.49291541427,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000060_923daab5ebd0.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure/renderings/best_iter000060_923daab5ebd0.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 17131, ""model_sample"": 29}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.375,923daab5ebd068d8ab3a9a6660de86be6c7e7c56a4468cf3b74cba680a42b4b2,11,4.0,5.5,,
misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure,misr,triangle_free_rect,program_coeff_pivot,triangle_free_exact_gap_pressure,misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,14672,86407.18115738686,611.2825264348361,19706,32,469504,17610,17610,17610,733.6890192555522,0,0,0,0,0,3269,131531,8.964762813522356,0.2801488379225736,0.2228053435114503,0,2095,3,6285,0,0,33520,3267,0.0974642004773269,1.0,1.375,0.375,4,365,156,553.5375744644552,14307,0.9751226826608506,85853.6435829224,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000365_810c33274db2.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/renderings/best_iter000365_810c33274db2.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 17582, ""model_sample"": 22}","{""initial_or_local"": 1, ""local_mutation"": 3}",misr_certificate_v1,optimal,1.375,810c33274db2a730040a5b32b326ba231a5acdac957584f6089b04486c0c33aa,11,4.0,5.5,,
misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr,triangle_free_rect,sequence_pair_pivot,triangle_free_exact_gap_pressure,misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,15054,86410.54282290908,627.1734701524412,20217,32,481728,18066,18066,18066,752.6581580825031,0,0,0,0,0,3455,135049,8.970971170453035,0.2803428490766573,0.2295071077454497,0,2150,3,6450,0,0,34400,3452,0.1003488372093023,1.0,1.375,0.375,5,540,231,793.8996702739969,14514,0.9641291351135912,85616.64315263508,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000540_1517e6a389b6.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure/renderings/best_iter000540_1517e6a389b6.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 18036, ""model_sample"": 24}","{""initial_or_local"": 1, ""local_mutation"": 4}",misr_certificate_v1,optimal,1.375,1517e6a389b653a5083b033b8c91512c8fa783b2401b80850a92803641d2975a,11,4.0,5.5,,
misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr,endpoint_sequence_pair,sequence_pair_pivot,triangle_free_exact_gap_pressure,misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,16026,86410.53449701495,667.6685931388727,21043,32,512832,18780,18780,18780,782.4046037157138,0,0,0,0,0,20440,274950,17.156495694496442,0.5361404904530138,1.2754274304255584,0,2262,3,6786,0,0,36192,20440,0.5647656940760389,1.0,1.3333333333333337,0.3333333333333337,6,11765,4989,53879.10799726099,4261,0.2658804442780482,32531.42649975396,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure/certificates/best_iter011765_45a913b55f1e.json,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure/renderings/best_iter011765_45a913b55f1e.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 17926, ""model_sample"": 824, ""random_reseed"": 24}","{""initial_or_local"": 1, ""local_mutation"": 5}",misr_certificate_v1,optimal,1.3333333333333337,45a913b55f1e569569a8ac9504c521eb1f642ca1203ab72da51671fad1e3a190,9,2.0,2.6666666666666674,,
misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure,misr,endpoint_sequence_pair,program_coeff_pivot,exact_lp_gap_pressure,misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,14446,86406.35866339807,601.8723714835779,19404,32,462272,17340,17340,17340,722.4468310622485,0,0,0,0,0,12596,147060,10.179980617471964,0.3181243942959988,0.871936868337256,0,2063,3,6189,0,0,33008,12596,0.3816044595249636,1.0,1.3333333333333333,0.3333333333333332,4,7335,3141,25397.01799528603,7111,0.492246988785823,61009.34066811204,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure/certificates/best_iter007335_e9efa2d5d0c3.json,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure/renderings/best_iter007335_e9efa2d5d0c3.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 16277, ""model_sample"": 1057}","{""initial_or_local"": 1, ""local_mutation"": 3}",misr_certificate_v1,optimal,1.3333333333333333,e9efa2d5d0c3bec1dfa269118626ddcd6191ed9ec04d516ca1540a5209ed3511,15,3.0,4.0,,
misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure,misr,quadratic_program_rectangles,lp_dual_pivot,exact_lp_gap_pressure,misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,16782,86412.08109850436,699.1522392699981,21589,32,537024,19191,19191,19191,799.5132060440075,0,0,0,0,0,31689,307980,18.35180550589918,0.5734939220593493,1.8882731498033607,0,2397,3,7191,0,0,38352,25327,0.6603827701293283,1.125,1.3333333333333333,0.2083333333333332,2,1325,567,3454.5287454351783,15457,0.9210463591943748,82957.55235306919,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure/certificates/best_iter001325_45f56b70ab4b.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure/renderings/best_iter001325_45f56b70ab4b.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 19084, ""model_sample"": 94, ""random_reseed"": 7}","{""initial_or_local"": 1, ""local_mutation"": 1}",misr_certificate_v1,optimal,1.3333333333333333,45f56b70ab4b4744e3ab07f70300bf6c45efffbbb65e0824f90ce899eda9e20a,8,3.0,4.0,,
misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy,misr,quadratic_program_rectangles,lp_dual_pivot,graph_conflict_proxy,misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,True,True,budget_exhausted,0,16502,86405.55005471408,687.5391680555465,21237,32,528064,18879,18879,18879,786.5744730166441,0,0,0,0,0,30666,299263,18.134953338989213,0.5667172918434129,1.8583202036116837,0,2357,3,7071,0,0,37712,24537,0.6506417055579126,1.0,1.3333333333333333,0.3333333333333332,3,210,87,541.4341807588935,16292,0.9872742697854804,85864.11587395519,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy/certificates/best_iter000210_76ad2bacfbd4.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy/renderings/best_iter000210_76ad2bacfbd4.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 18781, ""model_sample"": 90, ""random_reseed"": 2}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.3333333333333333,76ad2bacfbd4132987925a07254f3b51f87d837add38d03bd368b14e2eaea1b1,8,3.0,4.0,,
misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure,misr,quadratic_program_rectangles,lp_dual_pivot,triangle_free_exact_gap_pressure,misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,16221,86407.90532948077,675.8131652113607,20833,32,519072,18515,18515,18515,771.387753769086,0,0,0,0,0,30674,294620,18.162875285124223,0.567589852660132,1.8910054867147523,0,2317,3,6951,0,0,37072,24838,0.6699935261113509,1.0,1.3333333333333333,0.3333333333333332,3,265,111,696.6059307903051,15956,0.983663152703286,85711.29939869046,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000265_d0e9d9fb46c8.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure/renderings/best_iter000265_d0e9d9fb46c8.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 18402, ""model_sample"": 101, ""random_reseed"": 6}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.3333333333333333,d0e9d9fb46c87124514b77e31de3bc6733f1e5a70089edcaf40ed728bb3e1091,8,3.0,4.0,,
misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure,misr,quadratic_program_rectangles,program_coeff_pivot,exact_lp_gap_pressure,misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,12731,86405.02851821482,530.4274622204234,16465,32,407392,14646,14646,14646,610.21448524706,0,0,0,0,0,41946,224109,17.603409001649517,0.5501065313015474,3.2947922394155995,0,1818,3,5454,0,0,29088,21294,0.7320544554455446,1.0,1.3333333333333333,0.3333333333333332,3,180,75,1049.9063703492284,12551,0.9858612834812662,85355.1221478656,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/certificates/best_iter000180_1f11d6277373.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/renderings/best_iter000180_1f11d6277373.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 14535, ""model_sample"": 102, ""random_reseed"": 3}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.3333333333333333,1f11d6277373b79a88c2141fa5941c66efcfe31010f39dc8467179cadb2d5d62,8,3.0,4.0,,
misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy,misr,quadratic_program_rectangles,program_coeff_pivot,graph_conflict_proxy,misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,True,True,budget_exhausted,0,15981,86409.94749306142,665.7983446248442,20625,32,511392,18342,18342,18342,764.1620197177206,0,0,0,0,0,52403,279235,17.47293661222702,0.5460292691320944,3.2790814091733935,0,2282,3,6846,0,0,36512,26668,0.7303900087642419,1.0,1.3333333333333333,0.3333333333333332,3,455,192,1187.954296045005,15526,0.9715286903197548,85221.99319701642,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/certificates/best_iter000455_f165e177826f.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/renderings/best_iter000455_f165e177826f.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 18231, ""model_sample"": 105}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.3333333333333333,f165e177826f7443686a02ef1e03c94adde765a08323331019b83d7c346f20ab,8,3.0,4.0,,
misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure,misr,quadratic_program_rectangles,program_coeff_pivot,triangle_free_exact_gap_pressure,misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,16204,86409.83534226392,675.0898178308188,20949,32,518528,18634,18634,18634,776.3282933509922,0,0,0,0,0,51200,282768,17.45050604788941,0.545328313996544,3.1597136509503825,0,2314,3,6942,0,0,37024,25930,0.7003565254969749,1.0,1.3333333333333333,0.3333333333333332,3,2580,1104,7584.856618643971,13624,0.8407800543075784,78824.97872361995,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/certificates/best_iter002580_73ed607be397.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/renderings/best_iter002580_73ed607be397.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 18525, ""model_sample"": 98, ""random_reseed"": 5}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.3333333333333333,73ed607be397c24b9f8dbc6485bd05023714078a8e0b812908694bd74ea83ea3,8,3.0,4.0,,
