config_id,problem,representation,local_search,surrogate,run_id,summary_present,checkpoint_present,stop_reason,return_code,completed_iterations,elapsed_seconds,generation_rate_per_hour,event_rows,population_size,candidate_slots,candidate_events,exact_events,exact_calls,exact_calls_per_hour,rejected_events,invalid_events,invalid_samples,nontrivial_rejected_samples,training_archive_pruned,repaired_samples,duplicate_samples,duplicates_per_generation,duplicate_slot_fraction,repairs_per_generation,malformed_event_rows,model_train_calls,model_epochs_per_call,total_model_epochs,model_event_errors,model_event_skips,model_samples_requested,model_samples_valid,model_samples_valid_fraction,initial_best_score,best_score,score_gain,improvement_count,best_generation,best_model_epoch,time_to_best_seconds,plateau_generations,plateau_fraction,plateau_seconds,source_of_best,fallback_floor_used,best_certificate_path,best_rendering_path,summary_event_score_difference,source_event_counts_json,improvement_source_counts_json,certificate_schema,certificate_solver_status,certificate_score,certificate_hash,n_items,objective_integer,objective_fractional,saved,destroyed,source_cohort,source_run_group
guillotine/fixed_symmetry_packing/symmetry_crossover_hillclimb/k_subset_nonseparability,guillotine,fixed_symmetry_packing,symmetry_crossover_hillclimb,k_subset_nonseparability,guillotine/fixed_symmetry_packing/symmetry_crossover_hillclimb/k_subset_nonseparability/budget86400/git6f80dfec1a16,True,True,budget_exhausted,0,1873,86428.49057828914,78.01594074921624,1510,16,29968,1500,1500,1509,62.85427367355436,1500,0,0,1508,0,0,5988,3.197010144153764,0.1998131340096102,0.0,0,0,3,0,0,0,0,0,,0.1666666666666666,0.1666666666666666,0.0,1,1873,0,86428.0040991623,0,0.0,0.4864791268482804,fallback_floor_structural_random,True,/private/tmp/patternboost_hybrid81/new42/guillotine/fixed_symmetry_packing/symmetry_crossover_hillclimb/k_subset_nonseparability/certificates/best_iter001873_9ad3ad1a7c84.json,/home/sg9396/patternboost/multi-level-b556351a68c8-sparse/runs/replacement_delta_v2_45x24h_20260711_012454/results/main/guillotine/fixed_symmetry_packing/symmetry_crossover_hillclimb/k_subset_nonseparability/renderings/best_iter001873_9ad3ad1a7c84.svg,0.0,"{""initial_or_local"": 4, ""local_mutation"": 1496}","{""fallback_floor_structural_random"": 1}",guillotine_certificate_v1,optimal,0.1666666666666666,9ad3ad1a7c842f5ddd725a92bd98013c1c1c24313152678fa9b34e34d2021f91,12,,,10.0,2.0,replacement_24h_20260711,delta_45_matrix
guillotine/rect_direct_disjoint/symmetry_crossover_hillclimb/depth_limited_dp,guillotine,rect_direct_disjoint,symmetry_crossover_hillclimb,depth_limited_dp,guillotine/rect_direct_disjoint/symmetry_crossover_hillclimb/depth_limited_dp/budget86400/git6f80dfec1a16,True,True,budget_exhausted,0,2027,86436.40833758563,84.42275819120215,1634,16,32432,1624,1624,1633,68.01300647569467,1624,0,0,1632,0,422,6480,3.1968426245683275,0.1998026640355204,0.2081894425259003,0,0,3,0,0,0,0,0,,0.1666666666666666,0.1666666666666666,0.0,1,2027,0,86435.89658584446,0,0.0,0.5117517411708832,fallback_floor_structural_random,True,/private/tmp/patternboost_hybrid81/new42/guillotine/rect_direct_disjoint/symmetry_crossover_hillclimb/depth_limited_dp/certificates/best_iter002027_75fd24e1e569.json,/home/sg9396/patternboost/multi-level-b556351a68c8-sparse/runs/replacement_delta_v2_45x24h_20260711_012454/results/main/guillotine/rect_direct_disjoint/symmetry_crossover_hillclimb/depth_limited_dp/renderings/best_iter002027_75fd24e1e569.svg,0.0,"{""initial_or_local"": 4, ""local_mutation"": 1620}","{""fallback_floor_structural_random"": 1}",guillotine_certificate_v1,optimal,0.1666666666666666,75fd24e1e569018f4ae4c8104af16834cda96b230164b7d011b559584775b0bf,12,,,10.0,2.0,replacement_24h_20260711,delta_45_matrix
guillotine/rect_direct_disjoint/symmetry_crossover_hillclimb/first_cut_obstruction,guillotine,rect_direct_disjoint,symmetry_crossover_hillclimb,first_cut_obstruction,guillotine/rect_direct_disjoint/symmetry_crossover_hillclimb/first_cut_obstruction/budget86400/git6f80dfec1a16,True,True,budget_exhausted,0,2083,86421.77723454684,86.76979622449119,1678,16,33328,1668,1668,1677,69.85739235164269,1668,0,0,1676,0,433,6660,3.197311569851176,0.1998319731156985,0.2078732597215554,0,0,3,0,0,0,0,0,,0.1666666666666666,0.1666666666666666,0.0,1,2083,0,86420.99709307402,0,0.0,0.7801414728164673,fallback_floor_structural_random,True,/private/tmp/patternboost_hybrid81/new42/guillotine/rect_direct_disjoint/symmetry_crossover_hillclimb/first_cut_obstruction/certificates/best_iter002083_8878e5059680.json,/home/sg9396/patternboost/multi-level-b556351a68c8-sparse/runs/replacement_delta_v2_45x24h_20260711_012454/results/main/guillotine/rect_direct_disjoint/symmetry_crossover_hillclimb/first_cut_obstruction/renderings/best_iter002083_8878e5059680.svg,0.0,"{""initial_or_local"": 4, ""local_mutation"": 1664}","{""fallback_floor_structural_random"": 1}",guillotine_certificate_v1,optimal,0.1666666666666666,8878e505968061b43194a6452bd5bdbf387c31dd710da954359dde7315d1ed6b,12,,,10.0,2.0,replacement_24h_20260711,delta_45_matrix
guillotine/rect_direct_disjoint/symmetry_crossover_hillclimb/k_subset_nonseparability,guillotine,rect_direct_disjoint,symmetry_crossover_hillclimb,k_subset_nonseparability,guillotine/rect_direct_disjoint/symmetry_crossover_hillclimb/k_subset_nonseparability/budget86400/git6f80dfec1a16,True,True,budget_exhausted,0,1969,86437.58466529846,82.0059934280618,1586,16,31504,1576,1576,1585,66.01295052487453,1576,0,0,1584,0,410,6296,3.197562214321991,0.1998476383951244,0.2082275266632808,0,0,3,0,0,0,0,0,,0.1666666666666666,0.1666666666666666,0.0,1,1969,0,86436.8260166496,0,0.0,0.7586486488580704,fallback_floor_structural_random,True,/private/tmp/patternboost_hybrid81/new42/guillotine/rect_direct_disjoint/symmetry_crossover_hillclimb/k_subset_nonseparability/certificates/best_iter001969_862105dcbadb.json,/home/sg9396/patternboost/multi-level-b556351a68c8-sparse/runs/replacement_delta_v2_45x24h_20260711_012454/results/main/guillotine/rect_direct_disjoint/symmetry_crossover_hillclimb/k_subset_nonseparability/renderings/best_iter001969_862105dcbadb.svg,0.0,"{""initial_or_local"": 4, ""local_mutation"": 1572}","{""fallback_floor_structural_random"": 1}",guillotine_certificate_v1,optimal,0.1666666666666666,862105dcbadb75dc3ab45a953b83f64bb2b172a840fa76f986e1c20d244fc1f0,12,,,10.0,2.0,replacement_24h_20260711,delta_45_matrix
guillotine/recursive_obstruction_grammar/symmetry_crossover_hillclimb/depth_limited_dp,guillotine,recursive_obstruction_grammar,symmetry_crossover_hillclimb,depth_limited_dp,guillotine/recursive_obstruction_grammar/symmetry_crossover_hillclimb/depth_limited_dp/budget86400/git6f80dfec1a16,True,True,budget_exhausted,0,1826,86459.3921887055,76.03106884735575,1647,16,29216,1464,1464,1464,60.95809681956671,720,0,0,720,0,2834,6997,3.8318729463307775,0.2394920591456736,1.552026286966046,0,182,3,546,0,0,2912,2834,0.9732142857142856,0.1666666666666666,0.1666666666666666,0.0,1,0,0,2.982419371604919,1826,1.0,86456.4097693339,initial_or_local,False,/private/tmp/patternboost_hybrid81/new42/guillotine/recursive_obstruction_grammar/symmetry_crossover_hillclimb/depth_limited_dp/certificates/best_iter000000_0a876cdd0c1d.json,/home/sg9396/patternboost/multi-level-b556351a68c8-sparse/runs/replacement_delta_v2_45x24h_20260711_012454/results/main/guillotine/recursive_obstruction_grammar/symmetry_crossover_hillclimb/depth_limited_dp/renderings/best_iter000000_0a876cdd0c1d.svg,0.0,"{""initial_or_local"": 4, ""local_mutation"": 1460}","{""initial_or_local"": 1}",guillotine_certificate_v1,optimal,0.1666666666666666,0a876cdd0c1dbef50b56744f698c4b90185e029369c200f0390116ebb59e43d8,12,,,10.0,2.0,replacement_24h_20260711,delta_45_matrix
guillotine/recursive_obstruction_grammar/symmetry_crossover_hillclimb/first_cut_obstruction,guillotine,recursive_obstruction_grammar,symmetry_crossover_hillclimb,first_cut_obstruction,guillotine/recursive_obstruction_grammar/symmetry_crossover_hillclimb/first_cut_obstruction/budget86400/git6f80dfec1a16,True,True,budget_exhausted,0,1880,86440.05379294604,78.29703595756328,1692,16,30080,1504,1504,1504,62.637628766050625,744,0,0,744,0,2918,7181,3.8196808510638296,0.2387300531914893,1.5521276595744682,0,187,3,561,0,0,2992,2918,0.9752673796791445,0.1666666666666666,0.1666666666666666,0.0,1,0,0,1.8952349424362185,1880,1.0,86438.1585580036,initial_or_local,False,/private/tmp/patternboost_hybrid81/new42/guillotine/recursive_obstruction_grammar/symmetry_crossover_hillclimb/first_cut_obstruction/certificates/best_iter000000_9a32c4492de3.json,/home/sg9396/patternboost/multi-level-b556351a68c8-sparse/runs/replacement_delta_v2_45x24h_20260711_012454/results/main/guillotine/recursive_obstruction_grammar/symmetry_crossover_hillclimb/first_cut_obstruction/renderings/best_iter000000_9a32c4492de3.svg,0.0,"{""initial_or_local"": 4, ""local_mutation"": 1500}","{""initial_or_local"": 1}",guillotine_certificate_v1,optimal,0.1666666666666666,9a32c4492de3023159b0d00040a75c20b7395555c8cd5cd282e7cef6a0e1b67d,12,,,10.0,2.0,replacement_24h_20260711,delta_45_matrix
guillotine/recursive_obstruction_grammar/symmetry_crossover_hillclimb/k_subset_nonseparability,guillotine,recursive_obstruction_grammar,symmetry_crossover_hillclimb,k_subset_nonseparability,guillotine/recursive_obstruction_grammar/symmetry_crossover_hillclimb/k_subset_nonseparability/budget86400/git6f80dfec1a16,True,True,budget_exhausted,0,1735,86415.37588398159,72.27880381363696,1562,16,27760,1388,1388,1388,57.82304305090957,688,0,0,688,0,2699,6643,3.8288184438040345,0.2393011527377521,1.5556195965417867,0,173,3,519,0,0,2768,2699,0.97507225433526,0.1666666666666666,0.1666666666666666,0.0,1,0,0,3.860486358404159,1735,1.0,86411.51539762318,initial_or_local,False,/private/tmp/patternboost_hybrid81/new42/guillotine/recursive_obstruction_grammar/symmetry_crossover_hillclimb/k_subset_nonseparability/certificates/best_iter000000_c9386cbe06da.json,/home/sg9396/patternboost/multi-level-b556351a68c8-sparse/runs/replacement_delta_v2_45x24h_20260711_012454/results/main/guillotine/recursive_obstruction_grammar/symmetry_crossover_hillclimb/k_subset_nonseparability/renderings/best_iter000000_c9386cbe06da.svg,0.0,"{""initial_or_local"": 4, ""local_mutation"": 1384}","{""initial_or_local"": 1}",guillotine_certificate_v1,optimal,0.1666666666666666,c9386cbe06da4c5ae785fa1eeaf86bd17db81eba1ae969d47dfcf599d1f30167,12,,,10.0,2.0,replacement_24h_20260711,delta_45_matrix
misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure,misr,triangle_free_rect,sequence_pair_pivot,exact_lp_gap_pressure,misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,14834,86426.67913561699,617.8925365881903,19922,32,474688,17802,17802,17802,741.5210284712797,0,0,0,0,0,3338,127991,8.628218956451395,0.2696318423891061,0.2250235944451935,0,2119,3,6357,0,0,33904,3343,0.098601934874941,1.125,1.5,0.375,5,4345,1860,11231.834610372083,10489,0.7070918160981529,75194.8445252449,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/certificates/best_iter004345_c49fd89391eb.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/renderings/best_iter004345_c49fd89391eb.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 17706, ""model_sample"": 90}","{""initial_or_local"": 1, ""local_mutation"": 4}",misr_certificate_v1,optimal,1.5,c49fd89391eb8f2ffcd4bf0b642cc06950b90c6321623689906117ed255eb8e4,12,4.0,6.0,,,retained_24h_20260709,old_81_matrix
misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure,misr,triangle_free_rect,program_coeff_pivot,exact_lp_gap_pressure,misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,14905,86417.59282569587,620.9152354917834,20016,32,476960,17886,17886,17886,745.0982825901401,0,0,0,0,0,3190,128005,8.588057698758806,0.2683768030862127,0.2140221402214022,0,2129,3,6387,0,0,34064,3190,0.0936472522310944,1.0,1.4,0.3999999999999999,5,11165,4782,52111.002484597266,3740,0.2509225092250922,34306.59034109861,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/certificates/best_iter011165_85fa3b539739.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/renderings/best_iter011165_85fa3b539739.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 17816, ""model_sample"": 64}","{""initial_or_local"": 1, ""local_mutation"": 4}",misr_certificate_v1,optimal,1.4,85fa3b53973925ceba748d302a586a8020f6b39886eac312dfe6a2fb7f1622fd,14,5.0,7.0,,,retained_24h_20260709,old_81_matrix
misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure,misr,triangle_free_rect,program_coeff_pivot,triangle_free_exact_gap_pressure,misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,14672,86407.18115738686,611.2825264348361,19706,32,469504,17610,17610,17610,733.6890192555522,0,0,0,0,0,3269,131531,8.964762813522356,0.2801488379225736,0.2228053435114503,0,2095,3,6285,0,0,33520,3267,0.0974642004773269,1.0,1.375,0.375,4,365,156,553.5375744644552,14307,0.9751226826608506,85853.6435829224,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000365_810c33274db2.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/renderings/best_iter000365_810c33274db2.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 17582, ""model_sample"": 22}","{""initial_or_local"": 1, ""local_mutation"": 3}",misr_certificate_v1,optimal,1.375,810c33274db2a730040a5b32b326ba231a5acdac957584f6089b04486c0c33aa,11,4.0,5.5,,,retained_24h_20260709,old_81_matrix
misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr,triangle_free_rect,sequence_pair_pivot,triangle_free_exact_gap_pressure,misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,15054,86410.54282290908,627.1734701524412,20217,32,481728,18066,18066,18066,752.6581580825031,0,0,0,0,0,3455,135049,8.970971170453035,0.2803428490766573,0.2295071077454497,0,2150,3,6450,0,0,34400,3452,0.1003488372093023,1.0,1.375,0.375,5,540,231,793.8996702739969,14514,0.9641291351135912,85616.64315263508,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000540_1517e6a389b6.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure/renderings/best_iter000540_1517e6a389b6.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 18036, ""model_sample"": 24}","{""initial_or_local"": 1, ""local_mutation"": 4}",misr_certificate_v1,optimal,1.375,1517e6a389b653a5083b033b8c91512c8fa783b2401b80850a92803641d2975a,11,4.0,5.5,,,retained_24h_20260709,old_81_matrix
misr/fixed_symmetry_rectangles/symmetry_crossover_hillclimb/exact_lp_gap_pressure,misr,fixed_symmetry_rectangles,symmetry_crossover_hillclimb,exact_lp_gap_pressure,misr/fixed_symmetry_rectangles/symmetry_crossover_hillclimb/exact_lp_gap_pressure/budget86400/git6f80dfec1a16,True,True,budget_exhausted,0,21281,86407.34311396629,886.6329786225892,19150,16,340496,17021,17021,17021,709.1480630203041,0,0,0,0,0,3776,104713,4.920492458061181,0.3075307786288238,0.1774352708989239,0,2128,3,6384,0,0,34048,3779,0.1109903665413533,1.0,1.333333333333334,0.3333333333333339,3,50,12,1074.980517938733,21231,0.9976504863493256,85332.36259602755,local_mutation,False,/private/tmp/patternboost_hybrid81/new42/misr/fixed_symmetry_rectangles/symmetry_crossover_hillclimb/exact_lp_gap_pressure/certificates/best_iter000865_02d8a885d5d2.json,/home/sg9396/patternboost/multi-level-b556351a68c8-sparse/runs/replacement_delta_v2_45x24h_20260711_012454/results/main/misr/fixed_symmetry_rectangles/symmetry_crossover_hillclimb/exact_lp_gap_pressure/renderings/best_iter000865_02d8a885d5d2.svg,2.220446049250313e-16,"{""initial_or_local"": 4, ""local_mutation"": 17017}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.333333333333334,02d8a885d5d20778c277dad0fcf5864cf5901369f83d5c94650dc84f87b3f737,12,2.0,2.666666666666668,,,replacement_24h_20260711,delta_45_matrix
misr/fixed_symmetry_rectangles/sequence_pair_pivot/exact_lp_gap_pressure,misr,fixed_symmetry_rectangles,sequence_pair_pivot,exact_lp_gap_pressure,misr/fixed_symmetry_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/budget86400/git6f80dfec1a16,True,True,budget_exhausted,0,27857,86404.5817347765,1160.6467850030317,25013,16,445712,22227,22227,22227,926.0758908088588,0,0,0,0,0,5078,236547,8.4914743152529,0.5307171447033062,0.182288114298022,0,2785,3,8355,0,0,44560,5078,0.1139587073608617,1.0,1.3333333333333337,0.3333333333333337,3,7525,2256,32848.24048279226,20332,0.729870409591844,53556.34125198424,local_mutation,False,/private/tmp/patternboost_hybrid81/new42/misr/fixed_symmetry_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/certificates/best_iter016265_467d3a842189.json,/home/sg9396/patternboost/multi-level-b556351a68c8-sparse/runs/replacement_delta_v2_45x24h_20260711_012454/results/main/misr/fixed_symmetry_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/renderings/best_iter016265_467d3a842189.svg,2.220446049250313e-16,"{""initial_or_local"": 4, ""local_mutation"": 22223}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.3333333333333337,467d3a842189062a34a50dd31acf60b66608f0efe491656d794960bd54c3d7b5,12,2.0,2.6666666666666674,,,replacement_24h_20260711,delta_45_matrix
misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure,misr,quadratic_program_rectangles,program_coeff_pivot,exact_lp_gap_pressure,misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,12731,86405.02851821482,530.4274622204234,16465,32,407392,14646,14646,14646,610.21448524706,0,0,0,0,0,41946,224109,17.603409001649517,0.5501065313015474,3.2947922394155995,0,1818,3,5454,0,0,29088,21294,0.7320544554455446,1.0,1.3333333333333333,0.3333333333333332,3,180,75,1049.9063703492284,12551,0.9858612834812662,85355.1221478656,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/certificates/best_iter000180_1f11d6277373.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/renderings/best_iter000180_1f11d6277373.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 14535, ""model_sample"": 102, ""random_reseed"": 3}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.3333333333333333,1f11d6277373b79a88c2141fa5941c66efcfe31010f39dc8467179cadb2d5d62,8,3.0,4.0,,,retained_24h_20260709,old_81_matrix
misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy,misr,quadratic_program_rectangles,program_coeff_pivot,graph_conflict_proxy,misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,True,True,budget_exhausted,0,15981,86409.94749306142,665.7983446248442,20625,32,511392,18342,18342,18342,764.1620197177206,0,0,0,0,0,52403,279235,17.47293661222702,0.5460292691320944,3.2790814091733935,0,2282,3,6846,0,0,36512,26668,0.7303900087642419,1.0,1.3333333333333333,0.3333333333333332,3,455,192,1187.954296045005,15526,0.9715286903197548,85221.99319701642,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/certificates/best_iter000455_f165e177826f.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/renderings/best_iter000455_f165e177826f.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 18231, ""model_sample"": 105}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.3333333333333333,f165e177826f7443686a02ef1e03c94adde765a08323331019b83d7c346f20ab,8,3.0,4.0,,,retained_24h_20260709,old_81_matrix
misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure,misr,quadratic_program_rectangles,program_coeff_pivot,triangle_free_exact_gap_pressure,misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,16204,86409.83534226392,675.0898178308188,20949,32,518528,18634,18634,18634,776.3282933509922,0,0,0,0,0,51200,282768,17.45050604788941,0.545328313996544,3.1597136509503825,0,2314,3,6942,0,0,37024,25930,0.7003565254969749,1.0,1.3333333333333333,0.3333333333333332,3,2580,1104,7584.856618643971,13624,0.8407800543075784,78824.97872361995,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/certificates/best_iter002580_73ed607be397.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/renderings/best_iter002580_73ed607be397.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 18525, ""model_sample"": 98, ""random_reseed"": 5}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.3333333333333333,73ed607be397c24b9f8dbc6485bd05023714078a8e0b812908694bd74ea83ea3,8,3.0,4.0,,,retained_24h_20260709,old_81_matrix
misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure,misr,quadratic_program_rectangles,sequence_pair_pivot,exact_lp_gap_pressure,misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,15394,86417.41474969033,641.2874090311593,19620,32,492608,17420,17420,17420,725.6870641368582,0,0,0,0,0,31784,291606,18.942834870728856,0.5919635897102767,2.0647005326750683,0,2199,3,6597,0,0,35184,25238,0.7173146884947703,1.0,1.3333333333333333,0.3333333333333332,3,1195,510,4276.105103752576,14199,0.9223723528647524,82141.30964593776,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/certificates/best_iter001195_cd0a25d78d0a.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/renderings/best_iter001195_cd0a25d78d0a.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 17276, ""model_sample"": 117, ""random_reseed"": 21}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.3333333333333333,cd0a25d78d0a35061406623fc1ed1c62f433583d480301077c6de9ce99bff98c,8,3.0,4.0,,,retained_24h_20260709,old_81_matrix
misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy,misr,quadratic_program_rectangles,sequence_pair_pivot,graph_conflict_proxy,misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,True,True,budget_exhausted,0,16750,86408.98309763405,697.8441110904714,21330,32,536000,18937,18937,18937,788.9596377146422,0,0,0,0,0,35260,316871,18.91767164179105,0.5911772388059702,2.1050746268656715,0,2392,3,7176,0,0,38272,28190,0.7365698160535117,1.0,1.3333333333333333,0.3333333333333332,3,3490,1494,10869.565187667962,13260,0.7916417910447762,75539.41790996608,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/certificates/best_iter003490_96efc691b0cd.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/renderings/best_iter003490_96efc691b0cd.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 18762, ""model_sample"": 165, ""random_reseed"": 4}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.3333333333333333,96efc691b0cdfe69fe6d4d8893b3a00addc6e8b3d07ffa90047d5430140dcba1,8,3.0,4.0,,,retained_24h_20260709,old_81_matrix
misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr,quadratic_program_rectangles,sequence_pair_pivot,triangle_free_exact_gap_pressure,misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,True,True,budget_exhausted,0,16562,86407.04925798485,690.0270349700692,21178,32,529984,18812,18812,18812,783.7693866596389,0,0,0,0,0,33430,311182,18.788914382320975,0.5871535744475305,2.0184760294650403,0,2365,3,7095,0,0,37840,26984,0.713107822410148,1.0,1.3333333333333333,0.3333333333333332,3,790,336,2147.7270910618827,15772,0.9523004468059412,84259.32216692297,local_mutation,False,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000790_a5c7fc011ab5.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/renderings/best_iter000790_a5c7fc011ab5.svg,0.0,"{""initial_or_local"": 6, ""local_mutation"": 18684, ""model_sample"": 116, ""random_reseed"": 6}","{""initial_or_local"": 1, ""local_mutation"": 2}",misr_certificate_v1,optimal,1.3333333333333333,a5c7fc011ab5b7effde8108f45877239375d5dab1040e028809cbf91f567808c,8,3.0,4.0,,,retained_24h_20260709,old_81_matrix
